ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3012,"","The enemies are getting tougher and tougher, but
they're no match for us.","雖然敵人也越來越棘手了，
但終究不是我們的對手呢。","","적도 만만찮은 것들이 늘어난 것 같은데
그래봤자 우리 상대는 안 되는군예","Die Gegner werden immer härter, aber sie sind uns
nicht gewachsen."
2,3012,"","Are you ready for another training session?
I want to see your progress.","……你今天也要做特訓對吧？
讓我看看成果。","","……당신, 오늘도 하고 할 거지요? 특훈.
성과를 보여보소","Bist du bereit für eine weitere Trainingseinheit?
Ich will deinen Fortschritt überprüfen."
3,3012,"","Phew... Let's call it a day.","呼……就先到此為止吧。","","후우……여기까지 하지요","Puh ... Lassen wir es für heute gut sein."
4,3012,"","Can you feel it? You're unrecognizable from when
you first started.","你有發現了嗎？
你跟一開始比起來，實力已經判若兩人了。","","깨달았습니꺼?
당신, 처음에 비해 몰라볼 정도로 강해졌어예","Spürst du das? Du bist im Vergleich zu deiner
Anfangszeit nicht mehr wiederzuerkennen."
5,3012,"","I don't think you need me as an instructor
anymore.","……這師徒關係，就在今天到此結束吧。","","……오늘로 이 사제관계도 끝...이로군요","Ich glaube, du hast meine Anleitung nicht mehr
nötig."
6,2020,"","I'll be your instructor next time!
I think I've almost reached your level.
Thank you for everything!","這次換我來當菲的師傅！
我感覺稍微接近了菲師傅
菲師傅，至今為止真的很謝謝您！","","이번엔 내가 페이의 사부가 되겠어!
페이 사부에게 조금은 다가갔나
페이 사부, 지금까지 고마웠습니다!","Nächstes Mal leite ich dich an!
Ich glaube, ich habe dein Niveau fast erreicht.
Danke für alles!"
7,3012,"","Wow, that's a bold statement...","嘿～還真會說大話啊……","","흐음, 그거 크게 나오시는군요……","Wow, das ist eine dreiste Aussage ..."
8,3012,"","You saying something as cocky as that makes me
think maybe I'm not through with you yet.","……是哪張嘴說出這麼囂張的話呀？　嗯？
看來是我的教育還不夠吧？","","……그런 건방진 소릴 지껄이는 조동아리는 어느 조동아리지요? 응?
내 교육이 아직 부족했던 겁니꺼?","Wenn du so überheblich daherredest, glaube ich
fast, dass ich noch nicht fertig mit dir bin."
9,3012,"","Perhaps I'll extend your training and make it even
tougher. I'll make you realize I'm at a level you
can never hope to reach in your wildest dreams.","要不要再延長時間，實施更嚴苛的教育呢……
你和我之間有著無法超越的牆，
必須得讓你切身體會一下呢……","","기간을 늘려서 더 빡센 교육을 베풀어드릴까예……
당신과 나 사이에 넘을 수 없는 벽이 있다는 사실을
몸으로 느끼게 해드리겠소……","Vielleicht verlängere ich dein Training und mache
es noch härter. Ich zeige dir, dass du nicht mal
davon träumen solltest, mein Niveau zu erreichen."
10,3012,"","Hehehe, did I take that joke a little too far?","……開玩笑的啦，呵呵。
惡作劇的太過頭了嗎？","","……농담입니더, 후후.
장난이 지나쳤습니꺼?","Hehehe, ging der Witz etwa ein bisschen zu weit?"
