ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,2020,"","(This is the inside of the network! My body feels
so light, just like when I'm in EDEN.)","（這裡是……網路的內部！
　身體好輕盈，彷彿就像是在EDEN裡……）","","(여긴…… 네트워크 내부!
 몸이 가벼운 게 꼭 EDEN에 있을 때 같아……)","(Wir sind im Inneren des Netzwerks! Mein Körper
fühlt sich ganz leicht an, wie in EDEN.)"
2,7199,"","I see you made it in safely.","看來平安無事的進來。","","무사히 들어올 수 있었던 모양이군","Wie ich sehe, bist du sicher angekommen."
3,7199,"","Hmm... I take back what I just said. You're not
completely safe.","嗯……抱歉。我撤回前言，
看起來不像是沒事的樣子。","","흠…… 미안하군. 전언 철회다.
아무래도 무사히 잘 풀리진 않은 것 같군","Hm ... Ich nehme das zurück. Deine Sicherheit
ist nicht ganz gewährt."
4,7199,"","It is not actually possible for your physical body
to interface with this dimension.","譬如說，像是發生大規模的迷途之村現象過後，
次元並沒有辦法直接干涉原先的肉體……","","설령 대규모의 마요이가 현상이 일어난 이후라도
맨몸으로 차원에 간섭하는 것은 불가능하다… 는 건가","Es ist nicht möglich, dass dein eigentlicher
Körper in diese Dimension gelangt."
5,2020,"","?","？？","","??","?"
6,7199,"","Put simply...","只說重點的話――","","간추려서 말하자면――","Einfach ausgedrückt ..."
7,7199,"","You are floating in the network as a digital body.","現在的你是“數碼形態＂，漂浮於網路中。","","지금의 너는 ""전뇌체""로 네트워크 상에 떠 있어","Du schwebst als digitaler Körper im Netzwerk."
8,2020,"","???","？？？？","","????","???"
9,7199,"","Your mind has separated from your body, which is
lying unconscious on the rooftop in Roppongi.","也就是說，身體跟魂魄是分開的。
你的肉體，現在應該沒有意識的倒在六本木的屋頂上。","","즉, 몸과 정신이 분리되어 네 육체는
의식이 없는 상태로 롯폰기의 옥상에 쓰러져 있다는 거다","Dein Geist wurde von deinem Körper getrennt.
Letzterer liegt ohnmächtig auf dem Dach in
Roppongi."
10,2020,"","?!?!","！？！？","","!?!?","?!"
11,1392,"","That doesn't sound good! We should hurry back.","那、那樣沒關係嗎……！？
是不是要趕快回去比較好……","","그, 그거 괜찮은 거야…!?
빨리 돌아가는 편이 좋은 거 아닌가…","Das klingt nicht gut! Wir sollten schnell zurück."
12,7199,"","It's not a problem.","沒事，不會有問題的。","","뭐, 문제없다","Das ist kein Problem."
13,7199,"","Such things don't happen very often, but it's not
completely unprecedented.","這種事不是隨便都會發生的，
但也不是沒有前例。","","이런 일이 그렇게 쉽게는 일어나지 않지.
하지만 전례가 없는 것은 아니다","Solche Dinge geschehen nicht oft, aber es ist
nicht das erste Mal."
14,7199,"","I know people who have been in far more unusual
situations. This is nothing compared to them.","我的身邊，還有一位狀態更不可思議的人物，
和他相比的話，這完全只是小事一樁。","","내 주변에는 더 불가사의한 상태가 된 인물이 있거든.
그것과 비교하면 그리 놀랄만한 일은 아니지","Ich kenne Leute, die in noch viel ungewöhnlicheren
Situationen gewesen sind. Im Vergleich dazu ist
das nichts."
15,7199,"","You should return to your body once you leave this
network.","只要從這個網路離開，自然就會回到肉體了。","","이 네트워크에서 나가면 저절로 육체로 돌아갈 거다","Sobald du dieses Netzwerk verlässt, solltest du zu
deinem Körper zurückkehren."
16,7199,"","But you mustn't stay too long.","但是，長期逗留是大忌。","","하지만 너무 오래 머무는건 금물이군","Aber du darfst nicht zu lange bleiben."
17,7199,"","I said there is no problem, but it would be more
accurate to say that there is no problem for now.","雖然說會沒有問題……
但嚴密的說起來，是「暫時沒有問題」。","","문제없다고는 했지만……
엄밀하게 말하자면「한동안은 문제없다」가 옳겠지","Ich habe gesagt, dass es kein Problem ist, aber
ich sollte sagen: Es ist vorerst kein Problem."
18,7199,"","If mind and body are separated for too long, it
may become impossible for them to be reunited.","如果繼續讓身體跟魂魄分離的話，
或許會有完全分離，再也回不去的可能性。","","이대로 몸과 정신이 떨어진 상태가 오래 지속되면
완전히 분리되어 돌아올 수 없게 될 가능성도 있다","Wenn Körper und Geist zu lange getrennt bleiben,
könnte es unmöglich werden, sie wieder zu
vereinen."
19,7199,"","The same is true if you are injured in this place.
Proceed with caution.","在這空間中，你自己本身是會受到損害的，
好好記住這點進行調查吧。","","이 공간에서 너 자신이 대미지를 받아도 마찬가지지.
조심해서 조사에 임하도록","Das Gleiche gilt, wenn du hier verletzt wirst.
Sei vorsichtig."
20,1392,"","So if you're here too long, you won't be able to
go back to your body?","也、也就是說，只要在這裡待太久，
就會回不去原來的身體了嗎？","","그, 그러니까 여기 오래 있으면
원래 몸으로 돌아갈 수 없게 된다는 거?","Wenn du zu lange hier bist, kannst du also
nicht zurück in deinen Körper?"
21,1392,"","No way! How did we end up in this situation?!","完蛋了……！
我們就隨著局勢來到了很糟糕的地方啦！","","큰일이야아…!
우리들 생각없이 터무니없는 곳으로 와버렸어!","Unglaublich! Wie haben wir uns bloß in diese
Situation gebracht?!"
22,1392,"","We need to find UlforceVeedramon quick! Come on!","總之、只要找到究極V龍獸就可以了吧！？
快點找吧！","","어쨌든 알포스브이드라몬을 찾으면 되는 거지!?
서두르자!","Wir müssen UlforceVeedramon schnell finden! Los!"
