ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,2020,"","???","？？","","??","???"
2,1714,"","Phew! It stinks! It doesn't matter how much
I clean up, it just won't go away!","啊，好臭！好臭！
怎麼掃都掃不完！","","으아~ 냄새야! 냄새!
아무리 청소를 해도 끝이 없어!","Puh! Es stinkt! Egal, wie oft ich saubermache!
Ich werde den Gestank einfach nicht los!"
3,1714,"","Oh, what's a human doing here? Did the Kamishiro
subcontractor send you?","嗯，這裡怎麼會有人類在？
該不會是神代外包商請來的人吧？","","음, 왜 이런 데에 인간이 있지?
혹시 카미시로의 하청업자가 부탁해서 온 거냐?","Ach, was macht denn ein Mensch hier? Hat der
Kamishiro-Arbeiter dich geschickt?"
4,1714,"","Then hurry up and do something about this smell.
I'm the one who made all the complaints.","這樣啊，那就快處理這股味道吧，
向他們申訴的就是我。","","그래, 그럼 빨리 이 냄새를 어떻게 좀 해줘.
클레임을 넣은 건 나거든","Dann beeil dich und unternimm was gegen den
Gestank. Ich habe die ganzen Beschwerden
geschickt."
5,2020,"","?!","！？","","!?","?!"
6,1714,"","I used to live here, but garbage has been piling
up for some time.","這裡是我住的地方，
不久前垃圾開始堆積，就一直是這樣了。","","여기는 내 집인데, 얼마 전부터
쓰레기가 쌓이기 시작하더니 이 꼴이 되었어","Ich habe hier früher mal gewohnt, aber der Müll
sammelt sich schon seit einiger Zeit an."
7,1714,"","I've been doing by best to clear it away, but
there's just too much.","拼命將垃圾清到外面，但是清都清不完。","","열심히 바깥 에어리어에 쓰레기를 내다 놔도 끝이 없어","Ich tue mein Bestes, ihn zu beseitigen,
aber es ist einfach zu viel."
8,1714,"","The garbage all over the Community Area? Oh that!
It's garbage I've thrown out of this area.","你說丟得公共領域到處都是的垃圾？
沒錯。那是我從這裡丟出去的垃圾。","","커뮤니티 에어리어에 어질러져 있던 쓰레기?
아아, 맞아. 그건 내가 이 에어리어에서
바깥으로 버린 쓰레기야","Der Müll überall im Gemeinschaftsbereich? Ach der!
Das ist Müll, den ich aus diesem Bereich entfernt
habe."
9,1714,"","I thought the smell would improve if I got rid of
some of it.","我想，只要垃圾變少，
至少味道會好一點。","","쓰레기를 줄이면 냄새도 좀 나아질 줄
알았거든","Ich dachte, es würde weniger stinken, wenn ich
einen Teil wegbringen würde."
10,1714,"","But it's still as strong as ever. I give up. It
doesn't seem like the garbage data is the cause.","不過這味道怎樣都消不掉，完全沒辦法了，
原因似乎不在垃圾資料上。","","그런데, 아무리 지나도 냄새가 사라지지 않아서 두 손 들었어.
아무래도 원인은 쓰레기 데이터가 아닌 것 같아","Aber es stinkt immer noch genauso. Ich gebe auf.
Der Datenmüll scheint nicht die Ursache zu sein."
11,1714,"","I even resorted to asking the humans for help.","就是這樣所以才找人類幫忙。","","그래서 곤란해서 인간에게 부탁하기로 한 거야","Ich habe sogar Menschen um Hilfe gebeten."
12,1714,"","Please do something. I'll be happy to help if
there's anything I can do.","快想想辦法吧，
有我能幫忙的地方我也會幫忙。","","얼른 어떻게 좀 해줘.
내가 도울 수 있는 게 있으면 협력할게","Bitte unternimm etwas. Ich helfe gern,
wenn ich kann."
13,1714,"","Good thinking. Just follow the strongest smell.
*sniff* *sniff*","嗯，我知道了。
追蹤味道最強烈的地方是吧，
嗅嗅嗅……","","흠, 알았어.
가장 냄새가 강한 곳을 찾으면 되는 거지?
킁킁킁……","Gute Idee. Einfach dem stärksten Geruch folgen.
*Schnüffel* *Schnüffel*"
14,1714,"","Phew, that's intense! It's nearby!","唔，好濃烈的臭味……！
相當接近了！","","크윽, 강렬한 냄새가……!
꽤 가까워!","Puh, der ist ziemlich stark! Der Ursprung muss in
der Nähe sein!"
15,1714,"","Here! It's coming from inside!","……在這裡！從這深處傳來的！","","……여기다! 이 안쪽이야!","Hier! Es kommt von dort drinnen!"
16,2020,"","!","！","","!","!"
