ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,1750,,"Uhm, allora, ho perso il mio amico Tokomon.",那個呀，我和我朋友迪哥獸走散了～,,"있지, 나, 친구인 토코몬하고 떨어져 버렸어一","Ähm, also, ich vermisse meinen Freund Tokomon."
2,1750,,"È così piccolo, e ora è perso.
Per favore, aiutami a cercare Tokomon!","因為它還小，所以迷路了……
拜託，請幫我找迪哥獸吧～",,"작은 아이라서, 미아가 되어 버려서…
부탁이야, 토코몬을 찾는 걸 도와줘~","Er ist doch so klein. Jetzt finde ich Tokomon
nicht mehr. Bitte hilf mir suchen!"
3,3015,,"Ho trovato Lopmon che vagava per le strade.
Non potevo semplicemente lasciarlo lì fuori.","在路上發現這傢伙一副驚慌失措的樣子，
也不能放著不管……",,"거리에서 이 녀석이 허둥지둥하는 있는 걸 발견했거든
내버려 둘 수도 없고…","Lopmon ist auf der Straße umhergeirrt.
Ich konnte ihn nicht einfach allein lassen."
4,3015,,"E poi ho pensato a voi.
Siete bravi con questo genere di casi strani, giusto?","所以，想到了你這個地方，
你們很擅長解決這種原因不明的事件吧？",,"…그래서, 생각난 게 너희 사무소였다는 거야
너희들 이런, 영문 모를 사건 특기잖아?","Dann seid ihr mir eingefallen.
Ihr habt doch ein Händchen für so komische Fälle,
oder?"
5,3015,,"Ci sono casi come questo in tutta Tokyo ormai. È
un pandemonio là fuori. Persino noi agenti di polizia
non sappiamo cosa fare.","現在東京到處出現這種狀況，非常混亂啊。
我們警察也不清楚該怎麼應變～",,"지금은 도쿄 이곳저곳에 이런 게 나타나서 대혼란이야
우리들 경찰도, 어떻게 대응해야 하는지 확실하지가 않아―","In ganz Tokio haben wir jetzt solche Fälle.
Es ist das reinste Chaos. Selbst wir bei der
Polizei wissen nicht, was wir tun sollen."
6,3015,,"Ma poi, mi sono imbattuto in questo piccolo tipo.
Posso capirlo. Non è violento. E...","但是我偶然收留的這傢伙，
話也能通，也不怎麼胡鬧……而且……",,"그런데, 우연히 주운 이 녀석은
말도 통하고, 딱히 날뛰지도 않고… 그리고…","Dann bin ich diesem kleinen Kerlchen begegnet.
Ich kann ihn verstehen und er ist nicht aggressiv.
Und außerdem ..."
7,3015,,"Lui è così... così...
È così dannatamente carino!","挺……挺……
挺可愛的嘛。",,"귀… 귀…
…………귀엽잖아","Er ist so ... so ...
unverschämt niedlich!"
8,2000,,...,………,,………,...
9,3015,,Ehi! Ti sei appena fatto una risata alle mie spalle?,啊啊！？你剛剛笑了吧！？,,아!? 너 지금 웃었지!?,He! Lachst du mich gerade aus?
10,3015,,"Scusa per aver, um, rotto il personaggio in quel modo!",不好意思啊，說了不像我會說的話！,,"미안하구만, 어울리지 않는 소릴 해서!","Entschuldige, dass ich so, äh, aus der Rolle
falle."
11,3015,,"Comunque, non è da me prendermela con loro solo perché sono Digimon.","總、總而言之啊，只因為是數碼寶貝，
就胡亂懲罰這麼好的傢伙，也不是我的作風……",,"어, 어쨌든, 디지몬이라고 해서
이런 녀석을 무턱대고 혼내는 것도, 나 답지 않고…","Jedenfalls bin ich nicht so, dass ich jemanden
leiden lasse, nur weil er ein Digimon ist."
12,3015,,"È innocuo e nei guai, quindi l'ho lasciato venire
con me.",看起來也沒有危害，而且又很不知所措，所以就把它帶來了。,,"위험하진 않아 보이고, 곤란해 하는 것 같길래, 데려왔어","Er ist harmlos und steckt in Schwierigkeiten,
also habe ich ihn mitgenommen."
13,1750,,"Mi scusi, ma ci sono molti tipi di Digimon.
Docili, selvatici...","抱歉呀……數碼寶貝也是有很多種個性的，
乖巧的、胡鬧的……",,"미안해… 디지몬에도 다양한 애들이 있거든
얌전한 애들이라던가, 날뛰는 애들이라던가…","Entschuldige bitte, aber es gibt viele
verschiedene Digimon. Ruhige, wilde ..."
14,3015,,"Non importa.
Lo stesso vale anche per gli umani, dopotutto.","哎～別在意。
人類也是一樣的……",,"…뭐 신경 쓰지 마
인간도 비슷하니까…","Lass gut sein.
Das ist bei Menschen schließlich nicht anders."
