ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3005,"","Sorry to keep you waiting.
Took some time to do a little prep work.","抱歉，讓你們久等了，
事前調查花了點時間。","","기다리게 해서 미안
좀 사전 조사에 시간이 걸려서 말이지","Tut mir leid, dass ich euch warten lassen habe.
Ich habe etwas Zeit für Vorbereitungen gebraucht."
2,3006,"","That's fine. I am really looking forward to seeing
your Kamishiro infiltration plan.","無所謂，我對於你的神代潛入計畫，
有相當大的期待。","","상관없어, 네 카미시로 잠입 계획에는
나도 기대하는 점이 많거든","Das ist schon in Ordnung. Ich freue mich auf
deinen Plan, wie wir an Kamishiro rankommen."
3,3003,"","Excuse me, but what did you need from me?","請問……為什麼要找我來呢？","","…저기, 전 어째서 불린 거죠?","Entschuldigung, aber wozu genau brauchst du mich?"
4,3005,"","Ah, Yuuko Kamishiro. Sorry to have called you here
out of the blue.","突然把妳叫來真是抱歉，神代悠子小姐。","","갑자기 불러서 미안하구만, 카미시로 유코 씨","Ach, Yuuko Kamishiro. Entschuldige, dass ich dich
so plötzlich hergerufen habe."
5,3005,"","So, we have the Cyber Sleuth's Connection Jump, my
hacking skills, and your connections.","電腦偵探的「登入跳躍」、
我的「駭客技能」、加上妳的「門路」……","","전뇌탐정의「커넥트 점프」
내「해킹」, 그리고 댁의「인맥」…","Also, unser Cyber-Detektiv hier beherrscht
den Verbindungssprung, ich bin gut im Hacking
und du hast Beziehungen."
6,3005,"","My plan involves using all three of these in
concert for the first time.","只要將這三個要素加起來，就能實現這個計畫。","","이 계획은 그 3개가 합쳐져야, 비로소 실현되거든","Mein Plan sieht vor, diese drei zum ersten
Mal zu kombinieren."
7,3003,"","Connection Jump?","登入、跳躍？","","커넥트, 점프…?","Verbindungssprung?"
8,3005,"","Ah, you don't know about that?
Explain it to her, [p].","啊啊……妳不知道啊？
[p]，你來說明一下。","","아아, 당신은 모르고 있었나
[p], 설명해 줘","Ach, das weißt du noch nicht?
Erklär es ihr, [p]."
9,3003,"","Half-cyber body?
Is that even possible?","半電腦體？
這、這種事居然會發生在現實生活中……","","…반 전뇌체!?
그, 그런 게 현실에서 일어나다니…","Ein Körper, der halb digital ist?
Ist das überhaupt möglich?"
10,3003,"","I see. I think understand now.
That's why you've been able to move about so...
mysteriously, at times.","原來如此，但這樣我就能理解了，
難怪你有時候會使用不可思議的移動。","","…과연, 하지만 납득했어요
그래서 가끔가다 불가사의한 이동을 했었던 거군요","Aha. Jetzt verstehe ich, glaube ich.
Deshalb ist es manchmal ... geheimnisvoll,
wo du erscheinst und wieder verschwindest."
11,3003,"","So then you have EDEN Syndrome as well...","EDEN症候群……你“也”——","","EDEN 증후군… 당신""도""―","Dann leidest du also auch am EDEN-Syndrom ..."
12,2000,"","?","？？","","??","?"
13,3003,"","No, it's nothing.
I'm sorry for interrupting. Please continue.","不，沒什麼。
不好意思，打斷你們談話，請繼續吧。","","…아뇨, 아무것도 아녜요
얘기를 방해해서 죄송해요. 계속해 주세요","Ach, nichts.
Entschuldige die Unterbrechung.
Erzähl bitte weiter."
14,3005,"","I'll explain the main thrust of the strategy now.","那接下來說明作戰內容。","","그럼, 작전의 본론을 설명하겠어","Ich erkläre jetzt die grundlegende Strategie."
15,3005,"","Our target today is the secret database on
Kamishiro's Avalon server.","這次入侵計畫的最終目標就是
神代的阿瓦隆伺服器裡的機密資料庫。","","이번 침입 플랜의 골은 카미시로의
아발론 서버에 있는 기밀정보 데이터베이스","Unser Ziel ist die geheime Datenbank auf dem
Avalon-Server von Kamishiro."
