ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,4099,"","The monster that suddenly appeared in Odaiba...","突然出現在御台場的怪物——","","갑자기 오다이바에 나타난 괴물은―","Das kürzlich in Odaiba entdeckte Ungeheuer ..."
2,4099,"","...is currently flying over Tokyo, wreaking
extensive havoc throughout the city.","現正飛行於東京上空，
對各個都市造成嚴重的災害。","","현재, 도쿄 상공을 비행하면서
각 도시에 심각한 피해를 가져오고 있습니다","Fliegt aktuell über Tokio und richtet in der
gesamten Stadt verheerende Schäden an."
3,4099,"","The government has issued a state of emergency,
called in the armed forces, and urges extreme
caution.","對此，政府發布了緊急命令——
出動防衛隊，施行嚴格的防範措施。","","이에 대해, 정부는 비상사태선언을 발령―
방위대를 출동시켜, 엄중한 경비태세를 펼치고 있습니다","Die Regierung hat den Ausnahmezustand erklärt und
die Armee entsendet. Es wird zu extremer Vorsicht
geraten."
4,4099,"","Citizens are asked to remain calm and to not take
any rash actions that might--","一般民眾請注意要冷靜行動——","","일반 국민에게는, 냉정히 행동하도록…―","Bürger werden angehalten, die Ruhe zu bewahren
und sich nicht durch vorschnelles Handeln ..."
5,3006,"","As I feared, Examon is a grievous threat.","艾克薩獸果然是個極大的威脅。","","―역시, 엑자몬은 터무니없는 위협이로군","Wie befürchtet ist Examon eine schlimme Bedrohung."
6,3002,"","I'm so sorry. We failed...","對不起……都是因為我們失敗了……","","죄송해요… 저희들이 실패한 탓에…","Es tut mir so leid. Wir haben versagt ..."
7,3006,"","It's pointless to regret the past.
There was nothing else you could have done.","不，過去的事情就算懊悔也無濟於事。
除了當下竭盡所能，別無他法。","","아니, 과거를 후회해도 소용 없다
그 때는 달리 어떻게 할 방법이 없었다","Der Vergangenheit nachzuweinen hilft nichts.
Ihr hättet nicht mehr tun können."
8,3006,"","Besides, all is not yet lost.","況且……事情還有轉圜的餘地。","","그리고… 아직 모든 게 끝난 건 아니다","Außerdem ist noch nicht alles verloren."
9,3006,"","After analyzing Examon's movements, I found that
after a period of activity, he must then always
go into a resting state.","我分析了艾克薩獸的活動，
發現它在活動一定的時間後，必會進入休眠狀態。","","엑자몬의 움직임을 분석한 결과
일정 기간의 활동 후, 반드시 휴면 행동에 들어가고 있다","Meine Analyse von Examons Bewegungsmustern zeigt,
dass er nach einer aktiven Phase in einen
Ruhezustand zurückkehren muss."
10,3006,"","A massive Digital Wave must be needed to maintain
the incredible amount of data Examon has.","為了維持艾克薩獸龐大的資料量，
似乎需要龐大的數碼波。","","엑자몬이 가진 차원이 다른 데이터 질량을 유지하기 위해서는,
방대한 디지털 웨이브가 필요한 모양이다","Um Examons unglaubliche Datenmenge zu erhalten,
ist eine enorme digitale Welle erforderlich."
11,3003,"","You're saying Examon has terrible fuel efficiency?","也就是說，燃料效率非常差……？","","터무니없이 연비가 나쁘다, 라는 거죠…?","Soll das heißen, dass Examons Kraftstoffverbrauch
sehr ineffizient ist?"
12,3006,"","Something like it. And while he is this resting
state, the Digital Wave fuels him, externally.","沒錯……它處於休眠狀態的時候，
會從外部進行數碼波的供給。","","그런 것 같다… 그리고 휴면 활동 중에
외부에서 디지털 웨이브가 공급되고 있다","So ungefähr. Und während er ruht, spendet ihm die
digitale Welle Energie von außen."
13,3006,"","...via a Digital Line.","經由數碼線……","","…디지털 라인을 경유해서 말이지","... Über eine digitale Leitung."
14,3002,"","If it's a Digital Line, then it must be under
Crusadermon's control, right?","經過數碼線就表示……
果然是劍皇獸搞的鬼嗎？","","디지털 라인을 경유한다는 건…
역시 로드나이트몬의 짓인 거야?","Wenn es eine digitale Leitung ist, dann wird sie
von Crusadermon kontrolliert, oder?"
15,3006,"","I believe that, by continuing to supply the 
Digital Waves, she's controlling the partly-bugged 
Examon in much the same way as the Eaters.","應該是一邊進行數碼波的供給，
一邊用和侵食者相同的控制方法，
操縱著部分Bug化的艾克薩獸。","","…디지털 웨이브를 공급하면서, 일부 버그화한 엑자몬을
이터와 같은 제어법으로 조종하고 있는 것 같다","Ich glaube, dass sie den leicht verbuggten Examon
ähnlich wie die Verschlinger steuert, indem sie
weiter digitale Wellen generiert."
16,3006,"","If that's the case, cutting off the Digital Wave
supply ought to weaken Examon...","如此一來……只要隔絕數碼波的供給，
艾克薩獸就會變弱——","","그렇, 다면… 디지털 웨이브의 공급을 차단함으로써
엑자몬을 약체화시킬 수 있고―","Wenn das stimmt, dann würde Examon geschwächt,
wenn die digitalen Wellen aufhören ..."
17,3006,"","...and release him from Crusadermon's control.","它應該也能擺脫劍皇獸的控制。","","로드나이트몬의 제어하에서도 해방할 수 있을 거다","... Und vor allem wäre er nicht mehr unter
Crusadermons Kontrolle."
18,2000,"","...!","……！！","","…!!","...!"
19,3002,"","Way to go, Kyoko!","不、不愧是杏子姊……","","여, 역시 쿄코 씨…","Super, Kyoko!"
20,3003,"","What a swift and unprecedented recovery.
Truly amazing.","重整（Recovery）得如此迅速，還具備一流的準確度……
真是太精彩了……","","신속하며, 더할 나위 없는 정밀도의 재정비(리커버리)…
정말 훌륭해요…","Welch eine rasche und überraschende Wendung.
Fabelhaft."
21,3006,"","All I can offer in return is some tasty coffee!","呵，就算誇獎我，我也只能拿出好喝的咖啡唷？","","훗, 칭찬해 봤자 맛있는 커피 정도밖에 안 나온다고?","Als Dank für dieses Lob kann ich euch nur einen
leckeren Kaffee anbieten!"
22,3002,"","Bwuh?!","哇！？","","후앗!?","Urks?!"
23,3003,"","N-No, that's not what I meant at all!","不、不，我絕對不是那個意思……！！","","아, 아뇨, 결코 그런 의도는…!!","N-Nein, so war das nicht gemeint!"
24,3006,"","Unfortunately, there's no time for that now.
Let's continue the discussion.","雖然很可惜，但現在不是聊天的時候了。
繼續剛才的話題吧。","","…유감이지만, 지금은 그럴 때가 아니다
얘기를 계속하도록 하지","Leider haben wir jetzt keine Zeit dafür.
Reden wir weiter."
25,3006,"","I traced back the flows of the Digital Waves...","我試著追溯數碼波的流動——","","이쪽에서 디지털 웨이브의 흐름을 추적한 결과―","Ich habe den Fluss der digitalen Wellen
zurückverfolgt ..."
26,3006,"","There is a place in Kowloon where the flows all
overlap. I located this ""Interchange.""","在Kowloon內部檢測到數碼波的流動
大量交會的「交流點」。","","쿠롱 내부에서 디지털 웨이브의 흐름이 몇 겹이고 겹쳐진
「교류점」을 탐지했다","An einer Stelle in Kowloon überlappen sie sich
alle. Ich habe den Knotenpunkt bestimmt."
