ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3046,"","It's the last day of the finals.","期末考也到第三天了啊，
今天是最後一天了。","","기말고사도 3일째인가.
오늘이 마지막 날이지","Heute findet die letzte Klassenarbeit statt."
2,3046,"","Shall we go to that cyberspace and see what the
Grade 3, Class C students are up to?","那麼，我們去一下那個電腦空間，
觀察一下3年C班的學生都在做什麼吧。","","그럼, 그 전뇌공간에 가서
3학년 C반 학생들이 뭘 하는지 들여다볼까","Sollen wir in den Cyberspace gehen und mal sehen,
was die Schüler der Klasse 3C so machen?"
3,3046,"","It's the last test today. Come on, show some
enthusiasm!","今天是考試的最後一天。
我想你也知道，要繃緊神經喔。","","오늘이 시험 마지막 날이다.
알고 있겠지만, 기합 넣고 가라?","Heute wird die letzte Klassenarbeit geschrieben.
Kommt schon, zeigt etwas Enthusiasmus."
4,3046,"","We need to deal with this, or things could get
really bad.","再不好好處理，
事情真的就不妙了啊。","","슬슬 처리하지 않으면
진짜 위험한 일이 될 것 같으니까","Wir müssen uns darum kümmern, sonst könnte es
wirklich schlimm werden."
5,7317,"","Huh? Where are we? What are we doing?","奇怪……這裡是哪？
我們是在幹麼啊？","","어라……여기 어디야?
우리 뭘 하고 있었던 거지?","Was? Wo sind wir? Was tun wir?"
6,7317,"","Oh, I remember. We got here using the moles.","……啊，我想起來了。
對，因為有鼴鼠的關係，
所以才能夠再過來這裡嘛。","","……아, 기억났다.
그렇지, 두더지 덕분에
또 여기 올 수 있었던 거구나","Ach, jetzt erinnere ich mich. Wir sind mithilfe
der Maulwürfe hergekommen."
7,7315,"","Oh yeah. I forgot all about that. We hang out here
during the tests.","嗯，對啊，我都忘記了。
我們是要在這裡玩，玩到考試結束嗎？","","아아, 그랬었지. 완전 잊고 있었네.
여기서 노는 동안에 시험이 끝난댔지","Ach ja. Das hatte ich ganz vergessen. Wir halten
uns hier während der Klassenarbeiten auf."
8,7316,"","The moles make us temporarily forget about this
place each time. I guess it doesn't really matter
all that much...","因為這裡設定成結束之後，
就會忘記這裡的事嘛。
嗯，那樣也好。","","끝나면 여기서 있었던 일은
한 번 잊어버리는 구조였지.
뭐, 그래도 상관없나","Jedes Mal sorgen die Maulwürfe dafür, dass wir
diesen Ort vorübergehend vergessen. Das tut sicher
nichts zur Sache, schätze ich."
9,7318,"","Okay, let's have some fun!","好，今天也來玩吧──！！","","자~ 오늘도 놀자~!!","Okay, amüsieren wir uns!"
10,3046,"","Not so fast.","給我等一下。","","잠시 기다려","Nicht so schnell."
11,7315,"","Huh? Who are you? You're not a teacher?","咦……
你是誰啊？
不是老師吧？","","어…
너 누구냐?
선생은 아니지?","Hä? Wer bist du? Du bist kein Lehrer?"
12,7317,"","What do you want?","大哥哥，你找我們有什麼事？","","오빠, 우리한테 무슨 용건?","Was willst du?"
13,3046,"","I want to ask you a question.","我有事要問你們。","","너희들에게 질문이다","Ich will euch etwas fragen."
14,3046,"","Do you know what's happening to your real bodies
while you're playing around here?","你們在這裡玩耍的期間，
知道自己的本尊都在做什麼嗎？","","여기서 놀고 있는 동안
너희들의 본체가 뭘 하는지, 알고 있나?","Wisst ihr, was mit euren echten Körpern geschieht,
während ihr hier spielt?"
15,7315,"","Yeah, they're taking the test. And getting all the
answers right.","我知道啊。
正在努力考試，
而且還答對所有題目。","","알다 마다.
열심히 시험을 치고 있잖아.
그것도 전부 정답","Ja, sie schreiben die Klassenarbeit. Und wissen
alle richtigen Antworten."
16,3046,"","Usually, yes. But today's a little different.","正常是這樣沒錯，
但是今天有點不一樣。","","평소라면 그렇겠지.
하지만, 오늘은 조금 다르다","Normalerweise, ja. Aber heute ist es etwas anders."
17,7315,"","What's different? Look at the screen. We're all
sitting down taking the test.","有什麼不一樣？
看一下眼前的螢幕啊，
你看，我們不是有在考試嗎？","","뭐가 다른데?
눈앞에 있는 스크린을 봐.
자, 우리 제대로 시험 치고 있잖아","Was ist anders? Schau auf den Bildschirm. Wir
sitzen alle da und schreiben die Klassenarbeit."
18,7316,"","Hehe, our robot doubles look like they're doing a
great job.","呵呵，我們的複製機器人
還真是認真，真了不起。","","후후, 우리의 카피 로봇.
성실하고 대견하네","Hehe, unsere Roboter-Doppelgänger scheinen gute
Arbeit zu leisten."
19,3046,"","Watch closely.","看仔細一點吧。","","잘 봐봐","Schaut genau hin."
