ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
2,1392,,...,…………,,…………,...
3,1392,,Mmm?,嗯？,,으~음?,Hm?
4,3045,,"Cosa stai facendo, Wormmon? Non hai mica
toccato di nuovo gli utenti, vero?","蟲蟲獸，你在做什麼？
你該不會又碰了什麼奇怪的地方吧。",,"뭐 하는 거야, 추추몬.
또 이상한 거 만진 건 아니겠지","Was machst du da, Wormmon? Du bist doch nicht etwa
schon wieder zu den Nutzern hin?"
5,1392,,No! Li guardo da lontano.,才不是！　我只有乖乖地從遠方看而已。,,아니야~! 제대로 멀리서 보고만 있는걸,Nein! Ich schaue sie mir aus der Entfernung an.
6,1392,,"A proposito, mi stavo chiedendo dei dispositivi di accesso a EDEN... Sei sicuro che siano sicuri?","艾莉卡，關於EDEN的登入裝置……
那樣的設備沒問題嗎？",,"있지, 에리카.
EDEN의 로그인 장치 말인데……그런 설비로 괜찮아?","Ich habe übrigens über die Login-Geräte für EDEN
nachgedacht ... Wissen wir genau, dass sie
sicher sind?"
7,3045,,Cosa vuoi dire?,……什麼意思？,,…그럼?,Was meinst du damit?
8,1392,,"Quando le persone si connettono, la loro coscienza è in
EDEN. Questo non lascia il corpo indifeso?","人類在登入時，意識會在EDEN裡活動。
這樣肉體就毫無防備了吧？",,"인간이 로그인할 때, 의식은 EDEN 내에서 활동하니까
육체는 무방비인 거지?","Wenn die Leute sich einloggen, ist ihr Bewusstsein
in EDEN. Heißt das nicht, dass der Körper
ungeschützt ist?"
9,1392,,Non potrebbero le persone fare loro del male?,不會被別人做壞事嗎？,,누군가 나쁜 짓을 하지는 않아?,"Könnte nicht jemand schlimme Dinge damit
anstellen?"
10,3045,,Un allarme suona se viene rilevato un contatto esterno. Sono perfettamente al sicuro.,"裝置的構造能檢測到外部接觸，並發出警報。
沒問題的。",,"외부에서의 접촉을 감지해서 알람이 울리게 되어있으니까
괜찮아","Wenn ein externer Kontakt bemerkt wird, wird ein
Alarm ausgelöst. Sie sind völlig sicher."
11,3045,,"Puoi anche impostarli per notificare l'utente se
qualcosa si avvicina al corpo.","也能設定成當有人接近身體時，
就會通報登入中的用戶。",,"몸에 접근하는 물체가 있으면, 로그인 중인 유저에게
알림이 가도록 설정할 수도 있고.","Man kann sie auch so einstellen, dass der Nutzer
informiert wird, wenn jemand sich dem Körper
nähert."
12,3045,,"Piccoli esercizi come il nostro si affidano essenzialmente al
buon comportamento degli utenti.","像我們這樣的店，基本上都是靠使用者
本身的禮儀──",,"우리 같은 가게는 기본적으로 사용자의 매너에
맡기고 있지만――","Kleine Unternehmen wie unsere müssen sich darauf
verlassen, dass die Nutzer sich benehmen."
13,3045,,"Ma le strutture di login di alta classe hanno personale per
monitorare gli utenti.",如果是高級的登入設施，可是有專門的人在管理的。,,"고급 로그인 시설 같은 데는, 입회인이 제대로
관리해준대","Aber bei hochklassigen Login-Anlagen gibt es
Mitarbeiter, die die Nutzer im Auge behalten."
