ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,1687,,"Sapevo che non potevo vincere. Non ancora.
Mi dispiace tanto, master.","現在的我……果然沒有辦法打贏……
師父，對不起。",,"역시 이기지 못했어… 지금의 나로선…
…스승님, 죄송해요","Ich wusste, dass ich nicht gewinnen konnte. Noch
nicht. Es tut mir so leid, Meister."
2,1049,,"Cos'è questo? È questo il limite del tuo potere?
Hai perso anche la volontà di rialzarti?","哎呀呀……你只有這點力量嗎？
連站起來的力氣都沒了？",,"뭐야뭐야… 네 힘은 고작 그 정도인가?
일어설 기력조차 없어진 거냐?","Wie? Bist du etwa schon am Ende?
Kannst du noch nicht einmal aufstehen?"
3,1687,,"Sapevo che non ci sarebbe stato modo che io potessi mai diventare un
Royal Knight.",我要成為皇家騎士，果然是癡人說夢……,,"내가 로얄 나이츠가 되는 건, 역시 무리였던 거야…","Ich wusste, dass ich nicht das Zeug zum Royal
Knight habe."
4,1049,,Sei diventato imprudente nella tua ricerca della forza.,你一路走來，只為了追求力量，不顧一切。,,"…넌 강함만을 추구하며, 무작정 달려 왔다","Du bist auf deiner Suche nach Macht unvorsichtig
geworden."
5,1049,,"Non è un errore, ma non diventerai mai
un vero uomo in quel modo.","你並沒有錯。
但是啊，光是這樣，沒有辦法成為真正的男子漢。",,"그건 틀리지 않았어
하지만 말이야, 그것만으로 진정한 사나이는 될 수 없어","Das ist zwar kein Fehler, doch so wirst du niemals
wahre Stärke erlangen."
6,1049,,"Un vero uomo ha bisogno di una vera preparazione.
Tu ce l'hai?","要成為真正的男子漢，需要「真正的覺悟」。
你有那樣的覺悟嗎？",,"진정한 사나이가 되려면,「진정한 각오」가 필요해
너에게 그 각오는 있나?","Man braucht dazu die rechte Bereitschaft für dein
Handeln. Hast du sie?"
7,1687,,Preparazione... Non lo so.,什麼覺悟……　我沒有……,,각오라니… 나에게 그런 건…,Bereitschaft ... Ich weiß es nicht.
8,1049,,"Allora la tua battaglia finisce qui.
Porterò il tuo allenamento a una conclusione!","那麼，你的戰鬥就到此為止。
讓我來幫你終結你的修行吧！",,"그럼 네 싸움은 여기까지로군
네 수행, 내가 끝을 내 주마!","Dann endet dein Kampf hier.
Ich werde dein Training beenden!"
9,1049,,Ma tu chi diavolo sei?!,你是誰！？,,누구냐 네놈은!?,Wer zum Teufel bist du?!
10,1687,,"Tu... Ti avevo detto di non seguirmi, no?
Non c'è più niente da fare. È finita.","你……我不是叫你別跟過來嗎？
已經無所謂了……我已經……",,"…너… 따라오지 말라고 했잖아?
이제 됐어… 난 더 이상…","Ich ... habe dir doch gesagt, du sollst mir nicht
folgen! Du kannst nichts mehr tun. Es ist vorbei."
