ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3002,"","Ah, aaaaaaah! I'm so angry!
What is it with that hood-wearing punk?","啊啊啊啊！氣死我了！
那個連帽外套男，什麼東西嘛！","","아아아아―――! 열 받아아아아~!
대체 뭐야, 저 후드남!!","Argh! Graaah! Ich bin so sauer!
Was hat dieser Kapuzenheini für ein Problem?"
2,3002,"","He must be thinking he's all that! Look at me! I'm
such a nihilist! I'm so cool, I'm so hot!","他自以為很帥氣嗎？
自以為「我最神秘、我最冷酷、我最帥」嗎？","","쟤 자기가 멋지다고 생각하고 있나?
무정한 나, 쿨한 나, 완전 멋져! 같은!?","Der hält sich wohl für den Größten.
Schaut mich an! Ich bin ja so fatalistisch.
Ich bin so schön, ich bin so toll!"
3,2000,"","You're probably right.
That might not be it.
He is definitely cool.","一定是這樣。
應該不是吧？
其實是很帥沒錯啊！","","분명 그럴지도
아마 아니겠지
실제로 멋지잖아","Du hast wahrscheinlich recht.
Daran liegt es eher nicht.
Er ist wirklich toll."
4,3002,"","Hmph! Well, whatevs!","哼！算了！","","…흥! 뭐 됐어!","Hmpf! Wie auch immer!"
5,3002,"","This means...","既然這樣……","","이렇게 된 이상…","Das bedeutet ..."
6,3002,"","It means...","既然這樣！","","이렇게 된 이상!","Es heißt ..."
7,3002,"","There's only one solution...","既然這樣！！","","이렇게 된 이상!!","Da gibt’s nur eins ..."
8,3002,"","I'll be the leader!","那就由我當隊長就是了！","","내가 리더를 해 버릴 테야!","Ich bin die Anführerin!"
9,2000,"","?????!!!!!","！！！！！！！！！！？？？？？？？？","","!!!!!!!!!!!????????","?!"
10,3002,"","What's that look for? You don't have to be so
shocked! Or dubious!","你幹嘛？居然一臉驚訝和疑問！","","잠깐 뭐야! 그 성대한 놀람과 의문은!","Was schaust du denn so? Ganz so schockiert
brauchst du nicht zu tun! Und so zweifelnd!"
11,3002,"","[p]!
You'll help me recruit new members, yeah?","[p]！
幫我招集成員！！","","[p]!
멤버 모집, 도와 줘!!","[p]!
Du hilfst mir, Mitglieder zu rekrutieren, ja?"
12,2000,"","...","…………………………","","…………………………","..."
13,3002,"","What?! Why that big, long pause there?","幹嘛幹嘛？這麼長的沉默和猶豫是什麼意思？","","뭐야뭐야! 그 장대한 침묵과 망설임은!","Was?! Warum hast du denn so lange gezögert?"
14,3002,"","You don't wanna? You don't want to?
Now I'm reaaaally worried about the future!","你不願意嗎！？你竟然不願意嗎！？
你一臉憂心忡忡的樣子！","","싫은 거야!? 싫은 겁니까!?
…무진~장 앞날이 불안하다는 느낌이잖아!","Hast du keine Lust? Magst nicht?
Jetzt habe ich WIRKLICH Angst, wie es weitergehen
soll!"
15,3002,"","Ohohoho! No need to worry!
I've got a clear goal in all this!","哼哼哼～不用擔心。
我心裡有數！","","훗훗후~웅! 걱정할 필요 없어
생각해 둔 건 제대~로 있으니까!","Oho! Mach dir mal keine Sorgen!
Ich habe hier ein klares Ziel!"
16,2000,"","???","？？？","","???","???"
17,3002,"","I think Yuugo from the Zaxons will understand what
I'm saying a little better!","我覺得如果是Zaxon的YUGO，
搞不好會願意聽我說！","","나, 잭슨의 유고라면
조금은 얘기가 통하지 않을까 하고 생각해!","Ich glaube, dass mich Yuugo von den Zaxons wohl
ein bisschen besser verstehen wird!"
18,3002,"","Whatever will be, will be!
Where there is a will, there is a way!","一定會有辦法！不試試看就沒有機會！
失敗是因為不夠努力！","","하면 된다! 어떤 일도 하지 않으면 되지 않는다!
되지 않는 건 사람이 하지 않기 때문이다~!!","Que sera, sera!
Wo ein Wille, da ein Weg!"
19,3002,"","Let's start out by trying to invite Yuugo!","先去問問看YUGO吧！","","우선 유고부터 권유해 보자!","Fangen wir damit an, dass wir versuchen, Yuugo ins
Boot zu holen!"
20,3002,"","Oh! And we gotta keep Fei completely out of it!","啊！但是菲不行唷！","","아! 페이라는 녀석은 NG야!","Ach! Und Fei darf von der Sache nichts mitkriegen!"
21,2000,"","???","？？？","","???","???"
22,3002,"","Well, she's kind of a creeper, isn't she?","因為那傢伙太變態了！","","왜냐면 그 녀석, 변태 같잖아!","Na, die ist doch schon ein bisschen gruselig,
oder?"
23,3002,"","She talks funny, and her style is a bit, uh...
She's definitely a perv! Pervert with a capital P!","那種講話方式和穿著……
她絕對是變態！變．態！","","그 말투라든가 그 복장이라든가…
그 녀석 분~명히 변태일 거야! 변 태!","Die redet komisch, und ihr Stil ...
Eindeutig eine kapitale Tussi!"
24,5002,"","Pervert.","變態……","","…변태","Tussi."
25,3002,"","What?
Are you a friend of [p]'s?","嗯？　[p]的朋友？","","…?? 어? [p]의 친구?","Wie?
Bist du eine Freundin von [p]?"
26,3003,"","It seems you're in the middle of something.
I'll come back some other time.","你們好像正在忙……
我換個時間再來！","","바쁘신 것 같네요…
나중에 다시 올게요","Ihr seid offenbar gerade beschäftigt.
Ich komme ein andermal wieder."
27,3002,"","Oh no, we're not in the middle of anything!
We're certainly not talking about perverts!","我……我們才沒有在、
在忙著聊變態！","","벼, 별로 바쁘지 않아!
변태 일로 바쁘다니 말도 안 된다구!!","Nein, wir sind gar nicht beschäftigt!
Und reden definitiv nicht über Tussis!"
28,3002,"","...","…………","","…………","..."
29,3002,"","Huh?","嗯？","","……어?","Hä?"
30,3002,"","Whoa, wait up! Aren't you Yuuko Kamishiro?
From Kamishiro Enterprises?","咦？咦咦！？妳該不會是神代悠子！？
那……那個神代企業的！？","","에! 에에!? 당신 혹시, 카미시로 유코 씨!?
그, 카미시로 엔터프라이즈의…?","He, Sekunde mal! Bist du nicht Yuuko Kamishiro?
Von Kamishiro Enterprises?"
31,3003,"","Yes...","是、是的……","","네, 네…","Doch ..."
32,3002,"","Whoa! She really is your friend,
[p]!","唔哇！
[p]，她真的是你的朋友啊！？","","우와―!
[p], 진짜 친구였구나!?","Wow! Sie ist wirklich eine Freundin von dir,
[p]!"
33,3003,"","Well, I wouldn't go that far.","也……也不算是朋友……","","아, 아뇨, 그다지, 친구까지는―","Ach, das würde ich so nicht sagen."
34,3002,"","So hey, does that mean that we're your friends,
too?","那難道說……
我們也算是朋友嗎！？","","그럼, 혹시혹시…
우리들도 친구라는 걸까!?","Heißt das also, dass wir auch Freunde sind?"
35,3003,"","What?!","咦！？","","에!?","Was?!"
36,3002,"","I mean right? The friend of a friend is a friend.
That's been the way of things have been since like
foreeever!","因為朋友的朋友就是朋友，
這不是世間常理嗎？","","그야 그렇겠지! 친구의 친구는 친구라고
아~주 먼 옛날부터 세상의 섭리였으니까!","Stimmt doch, oder? Der Freund meines Freundes ist
mein Freund. Das ist schon immer und ewig so."
37,3003,"","Yes...well...","呃……嗯……","","에… 뭐…","Ja ... äh ..."
38,3002,"","I'm Nokia Shiramine!","我叫白峰諾奇雅！","","나, 시라미네 노키아!","Ich bin Nokia Shiramine!"
39,3002,"","Call me Nokia! Or Akkino if you like! That was
my nickname back in elementary school!","叫我諾奇雅就行了！要叫我雅奇諾也可以唷！
啊……這是我國小時的外號！","","노키아라고 불러도 된다구? 앗키노여도 괜찮지만!
아, 이거, 초등학생 때부터의 별명이야!!","Nenn mich Nokia! Oder auch Akkino! Das war mein
Spitzname in der Grundschule!"
40,3003,"","Um, I...","那、那個……","","저, 저기…","Äh, ich ..."
41,3002,"","Can I call you Yuuko?
Oh, or 'Yukkorin' would be totally adorbs!","我可以叫妳“小悠子”嗎？
啊，“小悠悠”也挺可愛的！","","넌… ""유콧치""라고 불러도 돼?
아, ""윳코링""이라던가도, 완전 귀여울지도!?","Darf ich dich Yuuko nennen?
„Yukkorin“ wär aber auch total niedlich!"
42,3003,"","I... I'll be back later!","我……我之後再來！","","…나, 나중에 다시 올게요…!","Ich ... Ich komme später wieder!"
43,3002,"","Sure thing, Yuuko! Later!","小悠子！再見囉～！","","유콧치! 나중에 또 봐~!","Kein Problem, Yuuko! Bis dann!"
44,3002,"","But the funny thing about you is you've got some
pretty well-developed relationships considering
how poorly developed your character is.","是說你這個人，
雖然沒什麼個性，但人際關係倒是建立得滿深厚的！","","…그건 그렇고 넌 정말
존재감은 옅으면서, 인간 관계는 꽤 짙단 말이지","Schon lustig, wie gute Beziehungen du hast, obwohl
du nicht gerade einen gut entwickelten
Charakter hast."
45,2000,"","...","……","","……","..."
46,3002,"","Anyway!
Let's go to Kowloon and find Yuugo!","總之！
到Kowloon去找YUGO吧！","","어쨌든!
쿠롱에 가서 유고를 찾자!","Egal!
Gehen wir nach Kowloon und finden Yuugo!"
47,3002,"","What? You're going to report in at the agency?","嗯？要先回事務所報備去處？","","…에? 일단 사무소로 돌아가서 행선지를 보고하겠다고?","Wie? Du meldest dich erst im Büro?"
48,3002,"","Roger that! Let's meet in Kowloon, then!
Same place as before! Hurry up!","了解了！那我在「Kowloon」等你！
在之前集合的地方！要快點來唷！","","알겠어! 그럼「쿠롱」에서 만나자!
전에 집합했던 곳에서! 빨리 와!","Geht klar! Dann treffen wir uns in Kowloon!
Gleicher Ort wie immer. Beeil dich!"
