ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
100,9101,,"Ho visto un mostro enorme uscire da quell'edificio.
Era terrificante. Pensavo che fosse finita per me.","我從那裡的建築物看到了有巨大的怪物跑出來，
非常有氣勢，還以為我會死掉呢……",,"거기 건물에서, 거대한 괴물이 나온 것을 봤어
굉장한 박력이라 이제 죽는 건가 싶었어……","Ich habe gesehen, wie ein riesiges Monster aus
dem Gebäude kam. Es war furchterregend. Ich
dachte, mein Ende naht."
101,9102,,"Quella è stata un'esplosione enorme. È un
miracolo che non si siano fatti male più persone.","明明發生了那麼大的爆炸，幸好傷者
只有一些人而已。幾乎可以說是奇蹟了呢……",,"그렇게 굉장한 폭발이었는데, 다행히 다친 사람이 조금 나온 정도로
끝난 모양이야. 정말 기적 같은 일도 다 있네…","Das war eine unglaubliche Explosion. Ein Wunder,
dass nicht mehr Leute verletzt wurden."
102,9103,,"Che diavolo sta succedendo qui intorno?
Capo! Penso che sia ora di dare le dimissioni!","街道變得怪怪的還有巨大的怪物跑出來，
我已經受夠了！店長！
我可以辭職了嗎！？",,"이 도시는 어떻게 돼버리는 걸까…
점장님~! 저 이제 알바 관둬도 될까요~!?","Was zur Hölle geht hier vor? Chef!
Ich glaube, ich muss kündigen!"
103,9104,,"Che la Sindrome di EDEN e tutte le altre strane cose
accadute finora abbiano condotto a questo importante fenomeno?!","想買生活用品，就去左後方的東京手創館！
想去水族館，就搭裡面的手扶梯下去！
不論有什麼怪物跑出來，大叔我都會在這裡喔！",,"어쩌면 지금까지 일어났던 이상한 일이나 EDEN 증후군은
이 대규모 괴현상의 전조였던 게……
하, 하하…설마!","Kann es sein, dass das EDEN-Syndrom und alle
anderen seltsamen Dinge nur die Vorboten dieses
Phänomens waren?"
104,9105,,"Acquista i tuoi prodotti di uso quotidiano da Tokyo Handy
in fondo a destra! Per l'acquario, prendi la scala mobile!
Qualsiasi mostro si presenti, io sarò sempre qui!","聽說從建築物裡面突然跑出來巨大的怪物？
這樣子的話，就連家裡也可能不是安全的了……",,"생활용품을 사려면 왼쪽 안에 있는 도쿄 핸디!
수족관에 가고 싶다면 그 안쪽의 에스컬레이터를 내려가면 돼!
어떤 괴물이 나오더라도 아저씨는 항상 여기에 있을 거야!","Alles für den täglichen Bedarf bei „Tokyo Handy“
rechts unten kaufen! Zum Aquarium die Treppe
nehmen! Ich bin hier, auch wenn Monster kommen!"
105,9106,,"Un mostro gigante è uscito dall'edificio? Immagino
che non siamo più al sicuro nemmeno nelle nostre case.",為了孫子，搬去其他縣市應該會比較好呢……,,"건물 안에서 갑자기 거대한 괴물이 나왔다면서?
이젠 집안도 안전하지 않은 걸지도 모르겠어…","Ein riesiges Monster kam aus dem Gebäude? Nicht
mal in unseren Häusern sind wir mehr sicher."
106,9107,,"Forse dovrei trasferirmi, per il bene dei miei nipoti.","怪奇現象導致巨大生物出沒，沒辦法
安心營業下去啊。要不要跟社長商量看看，
趁現在趕快去郊外避難。",,손주를 위해서라도 지방으로 이사하는 편이 나으려나…,"Vielleicht sollte ich wegziehen, um meiner Enkel
willen."
107,9108,,"Prima quello strano fenomeno, e ora una creatura gigante.
Non posso lavorare così. Penso che chiederò al
mio manager se posso evacuare in periferia.",搬家的資金之類……有辦法向公司請款嗎……,,"괴현상에 거대생물까지 나오니 마음 놓고 영업도 못 하겠어.
지금 이 틈에 도시 주변으로 피난 가자고 사장님께 건의해볼까","Erst das seltsame Phänomen und jetzt ein riesiges
Wesen. So kann ich nicht arbeiten. Ich frage den
Chef, ob ich die Stadt verlassen darf."
108,9109,,"Sono sicuro che la compagnia coprirà le spese di trasloco.","這個建築物，可能會有物體砸落的危險。
請勿靠近。",,이사 수당 같은 걸…회사에서 받을 수는 없을까… ,"Die Firma wird die Kosten für die Verlegung sicher
übernehmen."
109,9110,,"C'è il rischio di caduta di detriti da questo edificio.
Si prega di mantenere una distanza di sicurezza.","從那邊跑出來的數碼寶貝，是什麼數碼寶貝啊？
沒有見過那種數碼寶貝呢。",,"이 건물은, 낙하물 등이 떨어질 위험이 있으니
다가가지 말아 주세요","Es besteht ein Risiko, dass von dem Gebäude
Trümmerteile hinabfallen. Bitte halte einen
Sicherheitsabstand ein."
110,1081,,"Cos'era quel Digimon che è uscito da lì?
Non ne ho mai visto uno simile prima.","在很大隻的數碼寶貝的肩上坐著人類！
好帥氣啊！",,"거기서 나온 디지몬, 무슨 디지몬이었을까~
본 적도 없는 디지몬이었어~","Was war das Digimon, das dort herauskam? So eins
habe ich noch nie gesehen."
111,1058,,"C'era un umano sulla spalla di quel Digimon grande!
Era così figo!","我從那裡的建築物看到了有巨大的怪物跑出來
非常有氣勢，還以為我會死掉呢……",,"커다란 디지몬의 어깨에 인간이 타고 있었어!
멋지더라~!","Auf der Schulter des großen Digimon befand sich
ein Mensch! Das war so cool!"
