ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3046,"","Urgh... Where are we?","嗚……這、這個是……？","","으…… 이, 이건……?","Argh ... Wo sind wir?"
2,3047,"","Hey, look around!","喂，看看四周！","","어이, 주변을 봐!","Hey, schaut euch mal um!"
3,2020,"","...!","…………！","","…………!","...!"
4,3047,"","EDEN's back to normal! Yeah! We did it!","EDEN復原了！
太好了！！　我們做到了！！","","EDEN이 원래대로 돌아왔어!
야호!! 해냈어, 우리들!!","EDEN ist wieder normal! Ja! Wir haben es
geschafft!"
5,3047,"","Now back to Hudie.","總算可以回hudie──","","이걸로 후디에도――","Zurück zu Hudie."
6,1022,"","...","…………","","…………","..."
7,3047,"","Umm...I know you're a Digimon now, but that's not
a problem, right? You can come back to the real
world...","……那個，雖然小姐變成了數碼寶貝……
但應該有辦法解決……吧？
趁現在，小姐應該也能到現實世界。","","……음, 뭐 아가씨는 디지몬이 되었지만――
어떻게든 되…겠지? 
지금이라면 아가씨도 현실 세계에 올 수 있을 테고…","Ähm ... Ich weiß, dass du jetzt ein Digimon bist,
aber das ist kein Problem, oder? Du kannst
in die echte Welt zurück."
8,3047,"","All of us can go back to Hudie, can't we? ","我們要一起回hudie對吧？","","우리들 다 같이 후디에로 돌아가는거지?","Wir können alle zurück zu Hudie, nicht wahr? "
9,1022,"","...","…………","","…………","..."
10,3046,"","Erika?","……艾莉卡？","","……에리카?","Erika?"
11,2020,"","...?!","……！？","","……!?","...?!"
12,3047,"","What is it?!","怎麼了……！？","","뭐지…!?","Was ist denn?!"
13,1022,"","The world has started to transform.","……世界開始改變了。","","……세계의 개변이 시작되고 있어","Die Welt hat begonnen, sich zu wandeln."
14,3046,"","Transform? What do you mean?!","改變……？　妳在說什麼……！？","","개변……? 무슨 말을 하는 거냐…!?","Zu wandeln? Wie meinst du das?!"
15,1022,"","I...Erika saw a battle in the Eater network.","“我”……“艾莉卡”在侵食網路中，
看到了某一場戰鬥。","","""나""는…… ""에리카""는 이터 네트워크 속에서
어느 싸움을 보았어","Ich ... Erika hat einen Kampf im Netzwerk der
Verschlinger beobachtet."
16,1022,"","Somewhere far away, the ""chosen ones"" saved the
world and made a big decision.","在遙遠的地方，“被選召”的人們拯救了世界，
審判已經降臨了。","","먼 장소에서 ""선택받은 자""들이 세계를 구하고 판정을 내렸어","Irgendwo, in weiter Entfernung, haben die
„Auserwählten“ die Welt gerettet und eine wichtige
Entscheidung getroffen."
17,1022,"","As a result, the world will be overwritten...
as a world where Digimon and humans never met.","他們的戰鬥，將會重新改寫世界。
……世界將成為數碼寶貝和人類不曾相遇過的世界。","","그들이 투쟁한 결과, 세계는 다시 쓰여져.
…디지몬과 인간이 만나지 않았던 세계로","Aus diesem Grund wird die Welt überschrieben ...
zu einer Welt, in der Digimon und Menschen sich
nie kennengelernt haben."
18,2020,"","???","？？？","","???","???"
