ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3014,,"Eccoci qui! Hanno zuppa di fagioli rossi, gelatina e
ogni sorta di altra roba dolce!","就是這裡吧！　就是這裡！　就、是、這！
那個紅豆湯！　紅豆餡！　還有什錦甜涼粉
通通都能吃得到的甜點店───────！",,"여기네! 여긴가! 여, 여, 여기군!
단팥죽! 안미츠!  미츠마메를 먹을 수 있는
디저트 가게구나―――――――――!","Da wären wir! Hier gibt es Rote-Bohnen-Suppe,
Götterspeise und alle möglichen Süßigkeiten!"
2,3014,,È ora di qualche dolce giapponese!,來吧，日式點心時間……！,,"자아, 렛츠 재패니즈 스위츠 타임……!",Zeit für japanische Süßspeisen!
3,4104,,Rina! Tieni duro!,莉娜！ 妳等一下！！！！,,리나! 잠깐 기다려!!!!,Rina! Warte doch!
4,3014,,"Eh? Che succede, Veevee?! Non fare il guastafeste!",嗯？　幹麼啦、VV！　不要打斷我啦！,,"웅? 뭐야, 브이브이! 찬물 끼얹지 마!","Hm? Was ist los, Veevee?! Sei keine Spaßbremse!"
5,4104,,"Se ti lanci a capofitto in questo modo, finirai
per fare la stessa cosa dell'ultima volta.","因為如果直接這樣過去，
又會跟剛才一樣，大吵大鬧的吧？",,"그렇지만 이대로 가면
또 아까처럼 소란을 일으킬 거잖아?","Wenn du so aufgekratzt da reingehst, machst du nur
das Gleiche wie im letzten Lokal."
6,3014,,Io...Non lo farò. O almeno non credo.,不……………不會的啦，應該，一定，說不定。,,"아……………안 그래. 아마, 분명, 어쩌면",Das ... Das werd ich nicht. Glaube ich.
7,4104,,"No, lo farai tu! Tutto quello zucchero ti darà alla testa!","不！　一定會大吵大鬧的吧！
妳不可能去吃了甜點就不會大吵大鬧！",,"아니! 할걸!
단것을 먹고 소란을 일으키지 않을 리가 없어!","Doch, das wirst du! Der ganze Zucker steigt dir
sofort zu Kopf!"
8,4104,,"Se non ti calmi, saremo banditi da tutti
i ristoranti della zona!","聽好了喔，莉娜！
如果再這樣引起騷動，可是會被這附近
一帶的餐廳當成拒絕往來戶的喔！",,"알겠지, 리나!
이 이상 소동을 일으켰다간 이 주변 일대의 식당에서
블랙리스트에 올려버릴 거야!","Wenn du dich nicht einkriegst, wird uns der
Zutritt zu sämtlichen Restaurants in dieser
Gegend untersagt!"
9,3014,,"Banditi?! Vuoi dire che non potremo entrare?!
Non dire così!","咦！？　拒……絕……往來戶……！？
那不就禁止進入嗎！？
那樣可就頭痛了……！　會非常的頭痛！！！",,"에엑!? 블랙…리…스…트…!? 그건 즉, 출입금지!?
그건 곤란해…! 아주 곤란해!!!","Untersagt?! Du meinst, wir dürfen dann nicht mehr
hinein?! Sag doch so was nicht!"
10,1086,,Mi scuso anche per il mio comportamento vergognoso.,……我也是，可不會再露出像方才那般的醜態了。,,……나도 아까 같은 추태를 벌이는 건 사절이다,Auch ich bedaure mein schändliches Verhalten.
11,3014,,Dobbiamo pensare a qualcosa...,說的也是……必須想想看有沒有什麼方法……,,그렇지…뭔가 방법을 생각해봐야겠네……,Wir müssen uns was einfallen lassen ...
12,3014,,CE L'HO!,…………嗶―――――――――！,,…………삐―――――――――잉!,ICH HAB’S!
13,3014,,Rina salva di nuovo la situazione!,"……呵呵。
莉娜，靈光一閃囉。",,"……눗훗훗
리나, 방금 번뜩 떠올린 것 같아","Rina weiß mal wieder, wo’s langgeht!"
14,3014,,"Ci limiteremo a sederci in silenzio e a goderci la nostra zuppa di fagioli rossi
in pace, semplice come quello!","能夠安靜下來，
又能夠好好品嘗紅豆湯的方法……！！",,"조용히 있으면서도 단팥죽을
만끽할 수 있을 그런 방법을……!!","Wir setzen uns einfach in Ruhe hin und genießen
friedlich unsere Rote-Bohnen-Suppe, ganz einfach!"
15,2020,,?!,……！？,,……!?,?!
16,4104,,Sei sicuro di esserne capace?!,到、到底是什麼……！？,,"그, 그건 대체…!?","Bist du sicher, dass du das hinkriegst?!"
17,3014,,Certo.,那就是――,,그건――,Natürlich.
18,3014,,"(Okay, ora cosa ordino?)",（……那麼，要點些什麼呢）,,"(……자, 뭘 주문할까)","(Okay, was soll ich nun bestellen?)"
19,3014,,"(La zuppa di fagioli rossi sembra così buona, ma lo è anche la
gelatina.)","（雖然紅豆湯也非常難取捨，
　但果然甜點中的經典，紅豆餡
　也很難取捨啊）",,"(단팥죽도 버리기 어렵지만
 역시 디저트의 왕도인 안미츠도 버리기 어려워)","(Die Rote-Bohnen-Suppe sieht so gut aus, aber die
Götterspeise auch.)"
20,3014,,"(Oh? Dessert deluxe tre in uno? Ha zuppa di fagioli rossi, gelatina e mochi... Penso che prenderò quello.)","（……嗯？　頂級甜點三種組合？
　紅豆湯跟紅豆餡跟葛餅，全部都會有嗎……
　好，非這個莫屬了吧）",,"(…응? 호화 디저트 삼종 세트?
 단팥죽과 안미츠와 모치가 전부 들어간 건가…
 좋아, 이거 말곤 없겠네)","(Oh? Luxuriöses Drei-Gänge-Dessert? Mit
Rote-Bohnen-Suppe, Götterspeise und Mochi ...
Das nehme ich.)"
21,7313,,Scusa per l'attesa! Quattro dessert deluxe 3-in-1!,"―久等了～！
這是頂級甜點三種組合的四人份～！",,"오래 기다리셨습니다~!
호화 디저트 삼종 세트 4인분입니다~!","Tut mir leid, dass ihr warten musstet. Viermal das
luxuriöse Drei-Gänge-Dessert!"
22,3014,,"(Questa è grossa. Sembra che abbia fatto la scelta
giusta.)","（這份量還蠻大的呢，
　我也真是選得好啊）",,"(이건 상당한 볼륨이다.
 내가 골랐지만 정말 나이스 초이스였던 것 같네)","(Das ist ja riesig. Ich habe wohl die richtige
Wahl getroffen.)"
23,4104,,"(Hmm? Questo odore... Oh, dev'essere l'agar nell'
aspic.)","（……嗯？　這個香味是……
　對了，是寒天原料的海洋香味……）",,"(…응? 이 향은….
 그렇구나, 우뭇가사리 묵에 쓰인 바닷물 향인가…어디)","(Hm? Dieser Duft ... Oh, das muss der Agar in
Götterspeise sein.)"
24,2020,,(Wow! I cubetti di gelatina perfetti e la fine pasta di fagioli rossi sono un matrimonio perfetto!),"（喔喔！　形狀很完美的寒天，
　以及濃郁的紅豆餡啊。
　真是完美的協調啊！）",,"(오오! 사각형 모양이 제대로 나온 우뭇가사리 묵과
 되직한 팥이 매우 절묘한 하모니를 자아내고 있어!)","(Wow! Die makellosen Götterspeisewürfel und die
edle Rote-Bohnen-Paste sind eine himmlische
Kombination!)"
25,1086,,(Cosa staranno pensando tra sé?),（……你們在用心中的話，碎碎念的說些什麼……）,,"(…마음의 소리로 뭔가 중얼거리고 있군, 네놈들…)",(Was ihnen wohl durch den Kopf geht?)
26,3014,,"(Ehehe, è come se stessi facendo una di quelle
recensioni di cibo!)",（呼呼，這就是世上所說的“美食心得”喔！）,,"(뭇훗훗, 이것이 세간에서 말하는 ""미식 리포트""라는 것이다!)","(Hehehe. Das ist, als würde ich eine dieser
Restaurantkritiken schreiben!)"
27,3014,,"(Finché non lo dico ad alta voce, posso essere eccitato quanto voglio e nessuno può arrabbiarsi con me!
Haha, sono così intelligente!)","（這樣的話，不論心中的話有多吵都不會被罵了！
　幹得好，想得好啊，莉娜！）",,"(이거라면 마음의 소리로 아무리 떠들어봤자 혼날 일은 없어!
 나이스한 워크, 나이스한 아이디어, 나이스한 리나!)","(Solange ich nichts sage, kann ich aus dem
Häuschen geraten, wie ich will, und niemand kann
wütend werden! Haha, ich bin so schlau!)"
28,1086,,(È una stupidaggine.),（真是愚蠢啊……）,,(바보같군…),(Das ist doof.)
29,1086,,(Forse ora proverò il mochi.),（那麼，趁現在趕快吃一口葛餅吧）,,"(자, 이틈에 모치 쪽도 먹어두도록 할까――)",(Vielleicht probiere ich jetzt das Mochi.)
30,3014,,"(Oh, anche Kentaurosmon ci sta provando. Ehehe.)","（……雖然嘴上這麼說，八腳馬獸
　還不是也在做嘛，噗噗）",,"(…그러면서 슬레이프몬도 해치우고 있잖아, 푸풉)","(Oh, sogar Kentaurosmon probiert davon. Hehe.)"
31,4104,,"(Oh, rallenta. Prenditi il tuo tempo e goditelo.)","（唉呀，不要急不要急。
　必須好好的品嘗才行呢）",,"(이런, 안달하지 마. 천천히 맛을 보며 먹어야 해)","(Oh, iss langsamer. Lass dir Zeit und genieße
es.)"
32,3014,,(Ah! Volevo dirlo io!),（啊！　那句話我正想說的說！）,,(아~! 그거 내가 하고 싶었던 말인데~!),(Ah! Das wollte ich sagen!)
33,2020,,"(Dopo la gelatina, forse berrò del tè verde
per ripulirmi il palato.)",（吃了紅豆餡後所喝的綠茶，很令人放鬆啊……）,,(안미츠 다음에 먹는 녹차는 마음이 따뜻해지는군……),"(Nach der Götterspeise trinke ich vielleicht
etwas grünen Tee, um den Geschmack zu
neutralisieren.)"
34,3014,,(Adesso pure tu ti intrometti!),（不要連你也搶著說啦！）,,(너까지 끼어들지 마~!),(Jetzt mischst du dich auch noch ein!)
35,1086,,"(L'unione di amido, sciroppo e farina di soia
in questo mochi è eccellente.)","（能夠品嘗到葛餅中的葛粉、黑蜜、黃豆粉，
　三種融為一體的味道啊……）",,"(모치의 이 녹말, 꿀, 콩가루의 삼위일체가 이루어진 맛은……)","(Die Kombination aus Stärke, Sirup und Sojapulver
in diesem Mochi ist ausgezeichnet.)"
36,3014,,(Ehi! Tutti stanno facendo le loro recensioni ora?!),"（等等！如果大家都在做美食心得，
　不就分不清誰是誰了嗎！）",,"(잠깐~! 모두가 미식 리포트를 쓰기 시작해버리니까
 뭐가 뭔지 모르게 됐잖아!)","(He?! Schreibt denn hier jeder seine eigene
Kritik?!)"
37,3014,,"(Ecco fatto! Tutti, fuori!)","（真是的！
　大家都給我出來外面──！！！）",,(아~진짜~! 모두 바깥으로 나와―――――――――――!!!!),(Das reicht! Alle nach draußen!)
38,3014,,(Suppongo che non abbiamo altra scelta che combattere per chi ha il diritto di fare la recensione culinaria!),"（這樣的話，就只能一決勝負了，
　論誰有做食物心得的權利的勝負
　決一勝負────────！）",,"(이렇게 되면 미식 리포트권을 걸고
 승부, 승부승부――――――――――――――!)","(Ich schätze, wir haben keine andere Wahl, als um
das Recht zu kämpfen, das Essen zu kritisieren!)"
39,3014,,"Perché lo stavate facendo tutti anche voi? Non potevate semplicemente
sedervi e mangiare in silenzio?!","真是的！　為什麼大家都要做啦！
除了我之外，都給我安靜的吃啦！",,"정말~! 어째서 모두가 하고 있는 거야~!
나 말곤 말없이 먹으라고~!","Warum habt ihr es mir nachgemacht? Konntet ihr
nicht einfach stumm dasitzen und essen?!"
40,4104,,"Quindi vuoi essere l'unico a fare una recensione
di cibo? Che noia!","太狡猾了吧，只有莉娜一個人可以做食物心得！
那樣不就太無聊了！",,"치사해. 리나만 미식 리포트를 하려고 한다니!
그런 건 재미없어!","Du willst also die Einzige sein, die das Essen
kritisiert? Das macht keinen Spaß!"
41,1086,,"Esatto. Tutti dovrebbero avere il diritto di dire
quello che pensano.",沒錯，不管是誰都有表達主張的權利。,,그렇다. 누구나 주장을 내세울 권리가 있는 법이다,"Genau. Jeder sollte das Recht haben zu sagen, was
er denkt."
42,3014,,"Hmph! Quindi volete tutti il diritto di fare una
recensione di cibo ora?!","嗯嗚～！
該不會大家，都想要做食物心得的權利了吧……！",,"므므므~!
설마 모두가 미식 리포트를 할 권리를 노리고 있었을 줄이야…!","Hmpf! Ihr wollt jetzt also alle das Recht, das
Essen zu kritisieren?!"
43,3014,,"Allora non c'è altro da fare... Siamo Digimon
Tamer! Se abbiamo un disaccordo, lo risolviamo
combattendo!","這樣就沒辦法了……我們是數碼寶貝馴獸師！ 
如果有無法讓步的情況，就用戰鬥來決定吧！",,"그렇다면 어쩔 수 없지……우리는 디지몬 테이머!
양보할 수 없는 것이 있을 땐 배틀로 정하자!","Dann hilft alles nichts ... Wir sind
Digimon-Zähmer! Meinungsverschiedenheiten klären
wir, indem wir kämpfen!"
44,3014,,Combatteremo per il diritto di fare la recensione del cibo!,"賭上美食心得權，認真的
來一場數碼寶貝戰鬥吧──！",,미식 리포트권을 걸고 디지몬 배틀로 진검승부다아――――――!,"Wir werden um das Recht kämpfen, das Essen zu
kritisieren!"
45,4104,,Come desideri!,如我所願！,,바라던 바야!,Wie du willst!
