ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,7000,"","Eeeeek! Please, I beg of you, just don't destroy
my account!","咿、咿噫……！
拜託你，只要不銷毀我的帳號什麼都好！","","히, 히익…!
제발 계정 파괴만은 하지 말아줘!","Iiieks! Bitte, ich flehe euch an, zerstört meinen
Account nicht!"
2,3046,"","Don't worry... Our rookie here has a bone he'd
like to pick with you.","放心吧。
……我們的新人，還有事要找你呢。","","안심해.
……우리 신입이 너에게 용건이 있다던데","Keine Bange ... Unser Neuling hier hat ein
Hühnchen mit dir zu rupfen."
3,3046,"","We'll discuss the fate of your account afterwards.","把你的帳號搞到不能用……那是之後的事。","","계정을 파기하는건……그 이후다","Danach besprechen wir, was mit deinem
Account geschehen wird."
4,2020,"","You're the one who raided my account!","狩獵我帳號的人是你嗎！？","","내 계정을 사냥한 것이 너냐!?","Du hast mein Konto geraubt!"
5,7000,"","What're you talking about?! I don't have a clue
who you are, man...","什、什麼事情啦……！？
我才不知道你是誰啊……","","무, 무슨 소리야……!?
너 따윈 몰라……","Wovon redest du?! Ich habe keine Ahnung
wer du bist ..."
6,3046,"","...Play dumb, and your account isn't the only
thing we'll wreck.","……你裝傻的話，
可不是破壞帳號就能解決的。","","……시치미를 뗀다면 계정 파괴만으론 끝나지 않을 거다","... Stell dich dumm, dann wird nicht nur dein
Account kaltgemacht."
7,7000,"","I'm telling the truth! I remember all the accounts
I've raided, honest!","我真、真的不知道啦！
至少我自己狩獵的帳號還是會記得的好嗎！","","저, 정말로 모른다고!
자기가 사냥한 계정 정도는 기억해!","Ich sage die Wahrheit! Ich erinnere mich an alle
Accounts, die ich geklaut habe. Ehrlich!"
8,7000,"","Go on, take a look at my Digivice if you don't
believe me!","要不然啦，我給你們看Digivice總行了吧！","","못 믿겠으면 디지바이스를 보면 되잖아!","Na los, schaut euch doch mein Digivice an, wenn
ihr mir nicht glaubt!"
9,3046,"","Your Digivice, huh...","嗯……","","흠……","Dein Digivice, aha ..."
10,3046,"","...He's right. Doesn't look like your account's in
here.","……確實，這裡似乎沒有你的帳號。","","……확실히 여기엔 네 계정이 없는 것 같은데","... Er hat recht. Dein Account scheint hier
nicht dabeizusein."
11,2020,"","...","…………","","…………","..."
12,7000,"","Heh heh, see? What'd I tell you? Don't you see,
I'm telling the truth. So let me go, will ya?","嘿嘿、對吧？　對吧？
……我、沒有說謊對吧？
所以啦，放過我吧。","","헤헤, 그렇지? 그렇지? ……난 거짓말을 하지 않았잖아?
그러니까 좀 봐줘","Haha, seht ihr? Habe ich es nicht gesagt? Ich
sage die Wahrheit. Also lasst mich gehen, ja?"
13,7000,"","...C'mon, I'm beggin' you here!","…………拜託你們啦！！","","…………부탁이니까, 말이지!!","... Kommt schon, ich flehe euch an!"
14,2020,"","!!!","！！","","!!","!!!"
15,3046,"","Wait!","站住！","","기다려!","Warte!"
16,7000,"","Heh heh! Too bad, so sad, chumps--","嘿嘿！　實在是太可惜了――","","헤헷! 유감이었――","Haha! Schade auch, ihr Trottel ..."
17,7000,"","?!","！？","","!?","?!"
18,7000,"","What in the...?","什、什麼……！？","","뭐, 뭐지……!?","Was zum ...?!"
19,3046,"","Is that...a Digimon? ...No, no it's not!","那個是…數碼寶貝……！？　不、不對！","","이건…디지몬……!? 아니, 달라!","Ist das ... ein Digimon? ... Nein, ist es nicht!"
20,7000,"","Uwaaaaaah! Saaave meee!!!","嗚啊啊啊啊啊啊！
救、救救我──！！","","우와아아아악!
사, 살려줘!!","Aaaaaah! Rettet mich!!!"
21,7000,"","Argh!","嗚啊啊啊啊！","","히이이이익!","Argh!"
22,3046,"","That thing looks dangerous... We'd better get out
of here!","這傢伙看起來很不妙。
……快逃吧！","","이건 위험하겠는데.
……도망치자!","Das Ding sieht gefährlich aus ...
Wir sollten lieber abhauen!"
922,2020,"","But we have to help!","……但是，不去救他的話！","","……그래도 구해야 해!","Aber wir müssen helfen!"
23,3046,"","Leave him be! Either he'll error out or his
account will just be destroyed!","別管他了！
反正也只是會發生錯誤，或帳號被銷毀而已！","","내버려 둬!
고작해야 에러가 나거나 계정이 파괴되는 정도야!","Lass ihn! Entweder kommt es zu einer
Fehlermeldung oder sein Account wird
einfach zerstört!"
24,2020,"","...!","……！","","……!","...!"
25,7000,"","Wait! You've gotta be kidding me! Don't leave me
behind!","等、等一下啊！　開玩笑的吧！
不要拋下我啊──！","","기, 기다려! 농담이겠지!
두고 가지 말아줘어―!","Wartet! Das ist nicht euer Ernst! Nehmt mich mit!"
26,7000,"","Gyaaaaaaaaaaaaghhhhhhhhh!","啊啊啊啊啊啊啊啊啊啊──！","","끼야아아아아아아아아아―――!","Aaaaaaaaarrrggghhh!"
