ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,4260,,"Ciao, guardie!
Grazie per lavorare così duramente! Ooh!
Un altro figo!","你好，警衛先生♪
工作辛苦了～♪啊嗯♪今天也很帥呢★",,"안녕, 경비원 씨♪
업무, 고생하네~♪ 앙♪ 오늘도 멋진 남자♥","Hallihallo, Wachen!
Danke, dass ihr so hart arbeitet! Hui, noch ein
Schnuckelchen!"
2,4259,,"Signorina Rie? Non ci aspettavamo di
vederla oggi!",里……里繪姊……？她今天應該沒有要來的啊……！,,"리, 리에 씨…!? 오늘은 오시는 날이 아닐 텐데…!","Fräulein Rie? Heute haben wir Sie gar nicht
erwartet!"
3,4260,,"Guarda i pettorali scolpiti di questa guardia!
Un solo sguardo e il mio cuore è in subbuglio!","警衛先生，你那壯碩的大・胸・肌……！
讓人家……看得心兒怦怦跳……！",,"경비원 씨의 늠름한 대 흉 근…
리에… 보는 것만으로 두근두근거려…","Schau dir diese Brustmuskeln an hier!
Ein Blick, und ich schmelze dahin!"
4,4260,,"Oh! Non posso resistere!
*poke, poke, poke!*",啊～人家受・不・了・了……我戳～我戳～～,,"앙~, 못 참 겠 어~… 쿡쿡 쿡~","Ach! Einfach unwiderstehlich!
*Stups, stups, stups!*"
5,4261,,Signorina Kishibe! Sono in servizio!,岸……「岸部」小姐……！我在值勤中……！,,"키,「키시베」님…! 업무 중이니…",Fräulein Kishibe! Ich bin im Dienst!
6,3008,,Ooh! Che difficile!,啊啊……真死板耶！,,"앙, 완고한 사람이네",Hui! Harte Muckis!
7,3006,,"Rie Kishibe. A fare un giro
dietro le quinte?",「岸部里繪」……黑幕登場…啦？,,"「키시베 리에」… ""배후""의 등장, 이신가","Rie Kishibe. Sieht sie etwa hinter den Kulissen
nach dem Rechten?"
8,3006,,"Sono curioso di sapere cosa ci faccia un pezzo grosso della
Kamishiro qui.",雖然很想知道神代的上層幹部來這裡做什麼……？,,"카미시로의 중역이, 무슨 일로 온 건지 신경 쓰이지만…","Ich frage mich, was ein hohes Tier von Kamishiro
hier macht."
9,3006,,"Abbiamo ottenuto le informazioni di cui avevamo
bisogno. Ora vattene da lì. Non c'è bisogno di
abusare della tua ospitalità.","但需要的情報已經到手。
久待無益，快點出來！",,"필요한 정보는 입수했다
오래 있을 필요는 없지, 거기서 나오도록","Wir haben die Informationen, die wir brauchen.
Verschwinde da jetzt. Man muss den Bogen
ja nicht überspannen."
10,3006,,Oops! Anche io ho un visitatore.,啊……我這邊也有客人來找。,,"이런, 내 쪽에도 손님이 오셨군",Huch! Ich habe auch Besuch.
11,3006,,"Allora ci vediamo nell'hall. Prenditi il tuo tempo
e non dare nell'occhio!","我們約在大廳見面吧！
不要慌張，不要吵鬧，知道了嗎？",,"그럼, 로비에서 합류하지
허둥대지 말고 소란 피우지 말고, 말이지","Treffen wir uns also in der Lobby.
Lass dir Zeit und errege keine
Aufmerksamkeit!"
12,4259,,Nasconditi! Presto!,躲起來……快點！,,숨어요… 빨리!,Versteck dich! Schnell!
