ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3014,,Urgh! Sei...così...forte...,嗚……！　好……強……啊……,,크허…억! 강…하…다…,Urks! Du bist ... so ... stark ...
2,3014,,"...ci avete stracciato. Il diritto di fare la recensione
del cibo...è vostro...","徹底輸了……啊……
食物心得權是你的……了……",,"완패…야…
미식 리포트권은 너의 것…이다……","Du hast ... uns vermöbelt. Das Recht, das Essen
zu kritisieren ... ist dein ..."
3,3014,,Sto solo... scherzando...,這……種……話……,,라……고……,War nur ... ein Scherz ...
4,2020,,?!,！？,,!?,?!
5,3014,,Pensavi davvero che sarebbe stato così semplice?!,你以為我真的會這樣說嗎──！！！！,,말할 줄 알았냐―――――――――――――――――!!!!,"Dachtest du wirklich, es würde so einfach sein?"
6,2020,,?!?!,！？！？,,!?!?,?!?!
7,3014,,"Ci vorrà ben altro per farci arrendere!
Non è vero? Veevee! Kentaurosmon!","輸了一次就喪失士氣可不是我們會做的事呢！！
我說的對吧！？　VV！　八腳馬獸！！",,"한번 진 정도로 무릎을 꿇을 우리가 아니지!!
그렇지!? 브이브이! 슬레이프몬!!","Es braucht mehr als das, damit wir aufgeben!
Stimmt doch? Veevee! Kentaurosmon!"
8,4104,,Giusto! Non ci arrenderemo così facilmente!,"那可是當然的唷，莉娜！
豈能這種程度就放棄！",,"당연하지, 리나! 이 정도로 포기할 것 같아!",Richtig! So leicht geben wir nicht auf!
9,3014,,"Dopo useremo la strategia del salto del coniglio! Non ci
fermeremo finché non ti batteremo!","下一個是兔子跳勝負──────！
直到打倒你為止，我是絕對絕對不會放棄的！",,"다음엔 멀리뛰기로 승부다――――――――!
너를 쓰러뜨릴 때까지 절대절대 그만두지 않을테다―!","Als Nächstes setzen wir die Bunnyhop-Strategie
ein! Wir werden nicht aufhören, bis wir dich
besiegt haben!"
10,2020,,"(Continueranno ad andare avanti finché non
vinceranno?)",（這該不會，要一直做到他們贏為止吧……）,,"(이거 혹시 그들이 이길 때까지 계속
 이어지는 걸까…)","(Werden sie einfach weitermachen, bis sie
gewinnen?)"
11,2020,,(Ho già fatto abbastanza per questo caso...),（委託也已經算是做完了……）,,(의뢰는 충분히 완수했고……),(Ich habe schon genug für diesen Fall getan ...)
12,2020,,(Sì! Credo che me ne andrò!),（…………嗯！　回去吧！）,,(…………응! 돌아가버리자!),"(Ja! Ich glaube, ich gehe einfach!)"
13,3014,,Ehi! Non puoi scappare da un combattimento!,"啊！ 可惡！
我可不允許你趁勝脫逃──！！",,"아~ 이봐~!
이기고 도망치다니 용서할 수 없다――――!!",He! Du kannst nicht aus einem Kampf weglaufen!
14,4104,,Aspetta! Lascia che faccia io la recensione del cibo!,"等一下──！！
讓我做美食心得──！！",,거기 서――――!! 미식 리포트 시켜줘―――――――!!,Warte! Lass mich das Essen kritisieren!
15,1086,,"È stata un'altra giornata folle. Cose del genere
stanno succedendo spesso da quando ho incontrato quell'umano.","……我又不小心陪他們做了無聊至極的事。
似乎只要跟那位人類在一起，就會有些失常啊。",,"……또 시시한 일에 어울려버렸군.
이 인간과 있으면 아무래도 평상심이 무너진다","Das war wieder ein verrückter Tag. Solche Sachen
passieren häufig, seit ich diesen Menschen
getroffen habe."
16,1086,,Ma...,但是――,,허나――,Aber ...
17,1086,,Hmph... Sembra che abbia perso il mio smalto.,"……哼。
看來我也是老糊塗了啊。",,"……훗.
나도 무뎌진 모양이군","Hmpf ... Ich scheine meinen Vorteil verspielt zu
haben."
