ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3046,"","Stop! You won't get away from us!","給我站住！
我絕對不會讓你逃走！","","거기 서라!
절대 놓치지 않겠다!","Stehenbleiben! Uns entkommst du nicht!"
2,7368,"","You'll never catch me!
Bwahahahahaaa!","誰、誰會乖乖被抓啊！
嗚喔喔喔喔！","","자, 잡힐줄 알고!
우오오오오오!","Mich kriegt ihr nie!
Muhahahaha!"
3,3046,"","He's so fast! I lost him. He must have modded his
avatar's stats.","可惡，速度真快！　要被甩掉了！
他大概也修改過化身的數據了啊。","","젠장, 발이 빠른 자식이군! 뿌리쳐버렸어!
아마도 아바타의 스테이터스를 조작한 거겠지","Der ist so schnell! Er muss die Werte seines
Avatars gemoddet haben."
4,3046,"","Erika, do you still have the target's location?","艾莉卡，妳還沒追丟目標吧？","","에리카, 목표를 놓친 건 아니겠지?","Erika, hast du die Position der Zielperson noch?"
5,3045,"","I've got seven tracing programs monitoring his
every move.","我用了七個追蹤程式在追蹤喔。","","7개의 프로그램으로 트레이스 하고 있어","Ich habe sieben Tracking-Programme am Laufen, die
jede Bewegung überwachen."
6,3046,"","He looked familiar.","……我有看過那傢伙。","","…그 녀석의 얼굴은 기억에 있다","Er kam mir irgendwie bekannt vor."
8,3046,"","He was a member of Zaxon. I saw him on the forum
a few times.","他從前應該是Zaxon的成員，
我有在討論區看過他幾次。","","잭슨의 멤버였을 거다.
포럼에서 몇 번 본 적이 있어","Das war ein Mitglied von Zaxon. Ich habe ihn ein
paar Mal im Forum gesehen."
9,3045,"","So he's an elite hacker?","是很厲害的人嗎？","","굉장한 사람이야?","Also ein Elite-Hacker?"
10,3046,"","I know his face, but don't know anything else
about him. I doubt he's anything to write home
about.","不是，雖然我記得他的長相，但我從沒聽說過
有關他的技術的話題。技術應該沒什麼大不了的……","","아니, 얼굴을 기억하고 있을 뿐이고 
기량에 대한 소문은 전혀 들은 적이 없다.
대단한 실력은 아니었을 텐데…","Ich kenne das Gesicht, weiß aber sonst nichts über
ihn. Ist sicher kein großer Fisch."
11,3046,"","That's why I don't understand how he pulled of
such a major hack.","但正因為這樣，真不知道他是怎麼
成功進行大規模入侵的啊。","","그렇기 때문에 대규모 해킹에 성공한 이유를
알 수 없어","Deshalb verstehe ich ja nicht, wie er so einen
groß angelegten Hack geschafft hat."
12,3046,"","It's likely that he's not acting alone.","他的幕後應該還有什麼隱情，
你們不這麼覺得嗎？","","녀석의 뒤에 또 뭔가가 있다.
……그렇게 생각할 순 없을까?","Vermutlich agiert er nicht alleine."
27,7368,"","Phew... I lost them.","…………呼，甩掉了吧。","","……후우, 뿌리쳤나","Puh ... Ich habe sie abgehängt."
28,7368,"","But how did they find me?! And how can I keep all
this from Kumi?","可惡，為什麼會被發現啊！
這樣要怎麼瞞過小久美……","","젠장, 어째서 들켜버렸지!
쿠미에게는 뭐라고 둘러대야…","Aber wie haben die mich gefunden?! Und wie halte
ich das vor Kumi geheim?"
29,3053,"","There's no point dwelling on all that now.","那種事情，你再怎麼想也沒用。","","그런 건 이제 생각해봤자 소용없다","Darüber brauchst du dir jetzt nicht mehr den Kopf
zu zerbrechen."
30,7368,"","...Huh?","……咦？","","…헤?","... Was?"
31,7368,"","What are you doing here?! Were those guys working
for you?!","嗚啊！　你怎麼會在這啊！？
對了，剛才的傢伙是你派來的吧！","","아앗! 어떻게 네가 여기에!?
그런가, 아까 그 녀석들도 네 사주냐!","Was machst du hier?! Haben die Typen für dich
gearbeitet?!"
32,3053,"","Did you really think you could get away from me?","你問為什麼？
你以為能逃出我的手掌心嗎？","","어떻게…냐고?
나에게서 도망칠 수 있을 줄 알았나?","Hast du wirklich gedacht, du könntest mir
entkommen?"
33,7368,"","Argh...ngh! ARGH!","啊……啊……啊啊……！！
呀啊啊啊啊啊！！","","아…각…가가…!!
가아아아아아!!","Argh...ngh! ARGH!"
34,3053,"","That's what you get for taking the Demons' keys.
Now repent for your crimes in the real world.","這是你把惡魔亂舞財產的“鑰匙”帶出去的報應。
給我在現實世界好好反省吧。","","데몬즈의 재산인 ""열쇠""를 빼돌린 대가다.
죄는 현세에서 마음껏 뉘우치도록","Das passiert, wenn man Demons ihre Codes
klaut. Und jetzt büßt du für deine Verbrechen in
der echten Welt."
35,2020,"","!!!","！！","","!!","!!!"
36,3053,"","So you're the one who was chasing him?","……這樣啊，是你在追這傢伙啊。","","…그런가. 이 녀석을 추적하고 있던 건 너인가","Du hast ihn also verfolgt?"
37,2020,"","Why are you here?
Stop! What are you doing to him?!","你怎麼會在這！？
住手，你對他做了什麼！","","어째서 여기에 있지!?
그만둬, 그 사람에게 무슨 짓을 하는 거야!","Warum bist du hier?
Aufhören! Was machst du da mit ihm?!"
38,3053,"","I'm under no obligation to answer that, but it
seems that this scumbag has caused you trouble.","我沒有回答你的必要……我是很想這麼說，
但看來這混帳，給你們製造麻煩了啊。","","대답할 의리는 없다…고 말해줘야겠지만
아무래도 이 쓰레기가 너희에게 폐를 끼친 모양이군","Ich bin zu keiner Antwort verpflichtet, aber
dieser Dreckskerl hat euch offenbar Ärger
gemacht."
39,3053,"","I'll save you the work of punishing him.","而且，連處罰都交給你們的話，還真是說不過去。","","여기서 처벌까지 너에게 맡겨버려선 면목이 없지","Ich nehme euch die Mühe ab, ihn zu bestrafen."
40,3053,"","It's got nothing to do with you. Just be quiet and
watch.","跟你沒有關係，
你就在那安靜看著吧。","","너하곤 상관없는 일이다.
거기서 잠자코 보고있어라","Das hat mit dir nichts zu tun. Sei einfach ruhig
und schau zu."
41,7368,"","Argh... My stats...","啊、啊啊……我的資料……消……消失了……","","아, 아아…내 스테이터스가…사라…사라져…","Argh ... Meine Werte ..."
42,3053,"","Relax. I just destroyed his account. I didn't kill
him.","安心吧，我只是破壞了他的帳號。
他又不是死了。","","안심해. 계정을 파괴했을 뿐이다.
죽은 게 아냐","Entspann dich. Ich habe nur sein Konto vernichtet.
Ich habe ihn nicht umgebracht."
43,2020,"","...!!!","……！！","","…!!","...!"
44,3053,"","If you're here, then the cops and Kamishiro can't
be far behind.","你到這來了，就代表得考慮警察
或神代企業採取行動的可能。","","네가 여기 왔다는 건, 경찰이나 카미시로가
움직이고 있을 가능성을 고려할 필요가 있겠군","Wenn du hier bist, dann können die Polypen und
Kamishiro auch nicht weit sein."
45,3053,"","At any rate, I've achieved my objective. Time for
me to go.","不管怎麼樣，我的目的都達成了。
我就先告退了。","","어쨌든 내 목적은 달성했다.
이만 실례하지","Ich habe mein Ziel jedenfalls erreicht. Zeit zu
gehen."
46,2020,"","...","…………","","…………","..."
100,3046,"","You're late. Is he up ahead?","太慢了。
……艾莉卡，他就在這前面吧？","","늦었군.
……에리카, 녀석은 이 앞에 있나?","Du bist spät dran. Ist er da vorne?"
101,3045,"","Yeah. He's on his way to Under Kowloon Lv. 3.","嗯，他正朝向Under Kowloon Lv.3深處移動。","","응, 언더 쿠롱 Lv.3 안쪽을 향해 이동중","Ja. Er ist auf dem Weg nach Ebene 3 in Unter Kowloon."
102,3046,"","I see. Keep following him.","好，繼續追蹤他。","","그런가. 그대로 추적을 계속해줘","Verstehe. Folge ihm weiter."
103,3045,"","Got it.","嗯，我知道。","","응, 알았어","Alles klar."
104,3046,"","You heard that. He's up ahead. Let's split up and
look for him.","你聽到了吧，[p]。
那傢伙在裡面，兵分二路去找他。","","들었지, [p].
녀석은 이 안쪽이다. 둘로 나뉘어서 찾자","Du hast es gehört. Er ist da vorne. Teilen wir uns
auf und suchen ihn."
