ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3006,"","But she wasn't convinced it was a trap by Akemi
Suedou until she learned he'd been researching
the Eaters, which was only just recently.","我是最近得知末堂曾進行侵食者的研究，
才確信那個是「末堂明實」的陷阱。","","―그게「스에도 아케미」의 함정이었다고 확신한 건
그가 이터의 연구를 하고 있었다는 것을 알게 된, 극히 최근이다","Sie war erst überzeugt, dass es eine Falle von
Akemi Suedou war, als sie erfuhr, dass er sich
mit den Verschlingern befasst hatte."
2,3006,"","She probably went ahead with it out of respect for
Satoru Kamishiro, in order to protect him from
Kishibe's ambitions.","或許他是為了保護尊敬的神代悟留不受岸部野心的威脅，
才使出那種手段。","","존경하는 카미시로 사토루를, 키시베의 야심으로부터 지키기 위해
그런 수단을 취했는지도 모르지","Es war wahrscheinlich ihr Respekt für Satoru
Kamishiro, der sie antrieb. Sie wollte ihn vor
Kishibes Ehrgeiz schützen."
3,3003,"","Suedou... and my father...","末堂為了爸爸……","","스에도가, 아버지를…","Suedou ... und mein Vater ..."
4,3006,"","And the same time, ""this"" version of me...","那個時候，“我”——","","그때 ""나""는―","Während „diese“ Version von mir ..."
5,3006,"","fell prey to the Eaters, and entered EDEN through
a gap in the wall between the dimensions.","從遭侵食者侵蝕而出現的“次元之壁的縫隙""，
進入了EDEN網路。","","이터에게 침식되어 발생한 ""차원을 가로막는 벽의 틈새""로부터,
EDEN 네트워크로 진입하고 있었다","... verschlungen wurde, hat sich die andere
durch einen Riss zwischen den Dimensionen in
EDEN gezwängt."
6,3006,"","But that gap was small.","不過，縫隙實在太小。","","하지만, 틈새가 꽤 작았거든","Doch es war nur ein kleiner Riss."
7,3006,"","The data mass had to be compressed to the level of
a Digimon still in training.","必須先將資料量縮小到
幼年期數碼寶貝的程度。","","데이터의 질량을 한차례, 유년기 디지몬 레벨까지
축소시켜야만 했다","Die Datenmasse musste auf das Niveau eines
Ausbildungs-Digimons komprimiert werden."
8,3006,"","In that state, I could not engage in any serious
activities. I needed some form of host vessel.","在這個狀態下，沒有辦法好好的活動——
所以需要某個“依附體”。","","그 상태로는, 제대로 된 활동을 기대하기 힘들지―
무언가 ""깃들 매체""가 필요했었다","In diesem Zustand konnte ich nichts Ernsthaftes
unternehmen. Ich brauchte ein Gefäß."
9,3006,"","It was then that I found the body of Kyoko Kuremi,
who had lost her mental data.","然後我“遇到（找到）”了
失去精神資料的暮海杏子的身體。","","그때 ""만난(찾은)"" 것이
정신 데이터를 잃은 쿠레미 쿄코의 육체였다","Da fand ich den Körper von Kyoko Kuremi,
die ihre Mentaldaten verloren hatte."
10,3006,"","I found that by replacing her mental data with
my own, I could take over her body.","我發現……只要代替精神資料進入，
就能隨心所欲地控制宿主的身體。","","정신 데이터의 대신으로 들어가면
숙주의 육체를 마음대로 할 수 있다는 것을… 난 눈치 채고 있었다","Indem ich ihre Mentaldaten mit meinen ersetzte,
konnte ich ihren Körper übernehmen."
