ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,1392,,Eccoti! Di qua!,啊、來了來了！　在這邊在這邊！,,"아, 왔다 왔다! 여기 여기!",Da seid ihr ja! Hier drüben!
2,1392,,Sono caduto da qualche parte qui intorno!,就是這裡喔！　我就是掉在這附近！,,"여기야! 나, 이 부근에 떨어졌었어!",Hier irgendwo bin ich runtergefallen!
3,2020,,...?,……？,,……?,...?
4,1392,,Ne sono sicuro.,嗯，沒有錯喔。,,"응, 그래",Ich bin mir sicher.
5,1392,,"Non vedo niente che assomigli a un incrocio,
ma so che questo è il posto giusto.","現在雖然沒看到像連接處的地方，
但我想一定在這邊。",,"지금은 접속부같은 건 보이지 않아.
분명 이 부근이라고 생각하는데……","Ich sehe nichts, was nach einer Schnittstelle
aussieht, aber ich weiß, dass wir hier
richtig sind."
6,3045,,"La connessione potrebbe essere troppo instabile per essere visualizzata.
Aspetta. Proverò a stabilizzare i valori.","可能是連接太不安定了，所以才無法視認出來。
等我一下，我試試看把數值安定下來。",,"접속이 너무 불안정해서 가시화하지 않은 것뿐일지도.
기다려. 수치를 안정화시켜 볼게","Die Verbindung ist vielleicht zu instabil, um sie
zu sehen. Warte. Ich versuche, die Werte
zu stabilisieren."
7,2020,,...!,……！,,……!,...!
8,1392,,Wow! Eccolo! Il buco in cui sono caduto!,哇！　就是這個！　是我掉下來的洞穴！,,와아! 이거야! 내가 떨어진 구멍!,"Wow! Da ist es! Das Loch, aus dem ich
gefallen bin!"
9,3045,,"Ha funzionato. E sembra che anche il collegamento con il
Mother Eater sia stato attivato.","這樣就好了……
總算是連上了侵食者母體的網路。",,"이걸로 완료… 야.
마더 이터로의 링크도 어떻게든 이어진 것 같아","Es hat funktioniert. Und wie es aussieht, wurde
auch die Verbindung zur Verschlinger-Procreatrix
hergestellt."
10,1392,,"Come hai fatto, Erika?",妳是怎麼做到的啊，艾莉卡？,,"어떻게 한 거야, 에리카?","Wie hast du das gemacht, Erika?"
11,3045,,"Il documento di Suedou forniva valori per la posizione
approssimativa del Mother Eater.
Ho appena provato a connettermi a loro.","末堂明實給的那份資料裡，
有著侵食者母體的大概位置數據。
所以我試著強行連接上去了。",,"스에도 아케미에게 받은 자료 속에 마더 이터의 대략적인
위치 정보의 수치가 있었어. 거기에 억지로 연결해봤지","Suedous Arbeit enthielt Werte, die die ungefähre
Position der Verschlinger-Procreatrix angeben. Ich
habe nur versucht, eine Verbindung herzustellen."
12,3045,,Era proprio come aprire una porta di servizio.,作法跟打開後門很類似。,,뒷문(백도어)를 여는 것과 비슷한 방식이야,Ich habe quasi die Hintertür geöffnet.
13,2020,,...,…………,,…………,...
14,1392,,"Non potrai tornare nel Mondo Digitale
attraverso questo buco.",用這個洞穴的話，能不能回到數碼世界呢？,,이 구멍을 통해 디지털 월드로도 돌아갈 수 있지 않을까,"Du wirst durch dieses Loch nicht zurück in die
Digitale Welt gelangen können."
15,3045,,"Sto usando la rete Eater per forzarla ad aprirsi,
quindi è impossibile.","這是我利用了侵食網路，強行打開的洞。
所以是沒辦法的。",,"이터 네트워크를 사용해서 억지로 열었을 뿐.
그러니 무리야","Ich verwende das Netzwerk der Verschlinger,
um es offen zu halten, also ist es unmöglich."
