ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3045,"","...So bright. I haven't been outside in forever.","……好亮，好久沒有外出了。","","……눈부셔. 외출은 오랜만이네","... So hell. Ich war schon so lange nicht mehr
draußen."
2,3045,"","What, school? I don't go to school. Did I not tell
you? I'm--","學校？我沒有去喔。
我沒跟你說過嗎？　我——","","학교? 다니지 않아.
말 안 했던가? 나――","Was, Schule? Ich gehe nicht zur Schule. Habe ich
dir das nicht erzählt? Ich bin ..."
3,3048,"","Ah!","你……！","","너……!","Ah!"
4,2020,"","...!","……！","","……!","...!"
5,3048,"","I'm...I'm glad I ran into you. I wanted to say
sorry for how I acted last time.","……能遇到你太好了，
之前的事情，我一直想找機會跟你道歉。","","……만나서 다행이다.
얼마 전에 있던 일을 사과하고 싶었거든","Ich ... Ich bin froh, dich zufällig zu treffen.
Ich wollte dir sagen, wie leid mir mein
Verhalten vom letzten Mal tut."
6,2020,"","...","…………","","…………","..."
7,3048,"","My bad, really, for shouting like that. It was
super lame of me... I can't apologize enough.","那時候突然兇你，對不起……
因為被你看到難堪的自己……覺得很丟臉。","","갑자기 소리 질러서 미안……
꼴사나운 모습을 보여서……한심해서 말야","Dieses Geschrei war nicht angebracht. Das war
nicht cool von mir ... Ich kann mich gar
nicht genug entschuldigen."
8,3048,"","Oh, those guys?","你說那些人嗎？","","그 녀석들?","Ach, diese Typen?"
9,3048,"","They're...they're from my class. Seems I did
something to catch their eye.","……是班上的同學喔，
不知道為什麼好像被他們給盯上了。","","……같은 반 녀석들이야.
어째선지 찍혀버렸어","Die ... Die sind aus meiner Klasse. Ich habe wohl
etwas getan, um ihre Aufmerksamkeit zu erregen."
10,3048,"","I'm glad you came. They were shocked to hear the
rumor about you being a hacker. Saved my bacon.","你剛好過來真是幫了大忙，
那些人知道你是駭客後就退縮了。","","네가 와줘서 살았어.
그 놈들 네가 해커라는 소문을 듣고 겁먹었으니까","Ich bin froh, dass du hergekommen bist. Sie waren
geschockt wegen des Gerüchts, dass du ein Hacker
bist. Das hat mich gerettet."
11,3048,"","Those guys are real wimps, let me tell you. The
cowards can't do anything without backup.","其實，他們都很小心眼，要是不集體行動，
就是群什麼都做不到的膽小鬼。","","실은 소심한 녀석들이야.
무리짓지 않으면 아무 것도 못하는 겁쟁이지","Diese Typen sind echte Waschlappen. Ohne
Verstärkung machen die Feiglinge gar nichts."
12,3048,"","The fact that guys like that freaked me out is
even more lame, though.","……但連那種人都怕的我，
其實更加丟臉啦…哈哈……","","……그런 놈들한테까지 위축되는 내가
더 한심하지만. 하하……","Aber die Tatsache, dass solche Typen mir Angst
eingejagt haben, macht das Ganze noch schlimmer."
13,2020,"","Don't worry about it.
Have more confidence in yourself.
...","不要太在意
對自己有自信一點
…………","","신경쓰지 마
더 자신을 가져도 돼
…………","Mach dir deswegen keine Gedanken.
Du solltest mehr Selbstvertrauen haben.
..."
14,3048,"","You're right. ...Thanks, man.","也對，你說的沒錯。
……謝謝。","","그렇지. 네 말대로라고 생각해.
……고마워","Du hast recht. ... Ich danke dir."
15,3048,"","You trying to cheer me up? ...Thanks, dude.","你在鼓勵我嗎？　……謝謝。","","격려해주는 거야……? 고마워","Versuchst du, mich aufzuheitern? ... Danke."
16,3048,"","...Ha ha, I don't blame you for being speechless.
My bad.","……哈哈，跟你說這種事只會令你困擾吧。
對不起。","","……하하, 이런 말 해봤자 난처하기만 하지.
미안","... Haha, ich kann verstehen, dass du sprachlos
bist. Das ist meine Schuld."
17,3048,"","Anyway, this is the shop you mentioned, huh?
...And who's this kid?","比起這個，這裡就是你之前說過的店嗎？
……那位女生又是？","","그런데 말야. 여기가 네가 말한 가게야?
……그 애는?","Wie dem auch sei, dies ist das Café, das du
erwähnt hattest, oder? ... Und wer ist die Kleine?"
18,2020,"","...!!!","……呃！！！！","","……윽!!!!","...!!!"
19,3045,"","...","…………","","…………","..."
20,3048,"","Uh, looks like you've got your hands full here...","你好像正在忙……","","하, 한창 분위기 좋았나보네……","Äh, du scheinst hier ja alle Hände voll zu tun
zu haben ..."
21,3048,"","I'll head off for now, man. I'll be in touch!","那先再見囉，改天再聯絡。","","그럼 이만. 또 연락할게","Ich haue dann erst mal ab. Ich melde mich bei dir!"
22,2020,"","...!","……！","","……!","...!"
23,3045,"","...Let's go already.","……快點帶我去。","","……빨리 데려가 달라니까","... Gehen wir endlich."
