ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,4037,"","I'm surprised you recognized me as a ticket
seller.","你還真能知道我就是商人啊。","","내가 판매자라는 걸 잘도 알았네","Es überrascht mich, dass du mich als
Tickethändler erkannt hast."
2,4037,"","Those clothes... Are you with Hudie?","……啊，那衣服。
你是hudie的人吧。","","…아아, 그 옷.
너희는 후디에인가","Diese Klamotten ... Bist du bei Hudie?"
3,4037,"","I suppose finding information like this is all in
a day's work for someone like you.","畢竟是「便利店」的人，
知道這種情報是理所當然的。","","「해결사」님이라면 이 정도의 정보를
얻는 건 아무 것도 아니라는 건가","Ich schätze, solche Dinge herauszufinden, ist
dein täglich Brot."
4,4037,"","But those preview tickets are rare. And they don't
come cheap.","但是，這入場票是很稀有的東西，
小孩子可負擔不起這價格喔。","","하지만 이 티켓은 레어 상품이야.
어린애가 낼 수 있는 가격이 아닌데","Aber diese Karten für das Schnupper-Event sind
selten. Und sie sind nicht billig."
5,2020,"","(They must be really expensive. What can we do?)","（……的確，入場票好像相當昂貴。
　怎麼辦好呢？）","","(…역시 티켓은 상당한 고가라는 모양이다.
 어떻게 할까)","(Die sind bestimmt schweineteuer. Was können wir
tun?)"
6,3045,"","Ask him if he's got a list of people who have
bought preview tickets from him.","……問他看看，有沒有買票的人的清單吧。","","……티켓을 판 사람의 리스트가 있는지 물어봐","Frag ihn, ob er eine Liste der Leute hat, die ihm
Karten für das Schnupper-Event abgekauft haben."
7,2020,"","???","？？","","??","???"
8,4037,"","Information on my customers? Of course I have
info. Most of them are regulars.","你問我有沒有留下顧客的情報？
那當然有啊，這樣才能留住好客戶。","","고객 정보가 남아있지 않느냐고?
그거야 있지. 좋은 단골손님이 될 테니까","Informationen zu meinen Kunden? Natürlich habe
ich die. Viele davon sind Stammkunden."
9,4037,"","Oh, I see what you're thinking...","喔……我知道了。","","이런……알았다","Ah, ich weiß, was du vorhast ..."
10,4037,"","You want to track them down and try to negotiate
with them for a ticket.","你是打算直接跟他們交涉，
看看能不能拿到票吧。","","틀림없이 그 녀석들과 직접 교섭해서 티켓을
입수하려는 속셈이겠지","Du willst sie aufsuchen und mit ihnen um eine
Eintrittskarte verhandeln."
