ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,2000,,?,！？,,…!?,?
2,2000,,"Di nuovo un Eater?
Yuuko?
Chi sei?","又是侵食者？
「悠子」？
你是誰？",,"…또 이터?
……「유코」?
………넌 누구야?","Schon wieder Verschlinger?
Yuuko?
Wer bist du?"
3,4813,,"Io sono Yuugo, il fratello di Yuuko.",我是「勇吾」——悠子的哥哥。,,난「유고」― 유코의 오빠야,"Ich bin Yuugo, Yuukos Bruder."
4,2000,,?!,！？！,,!?!,?!
5,3036,,Il mio corpo è caduto preda della Sindrome di EDEN e dorme ancora. Io sono come te.,"啊啊，我的肉體和你一樣，
因為EDEN症候群的關係一直沈睡著。",,"…아아, 내 육체는 EDEN 증후군에 걸려서 잠들어 있어
너와 마찬가지야","Mein Körper ist dem EDEN-Syndrom anheimgefallen
und schläft noch. Ich bin wie du."
6,3036,,"Anzi, no, io sono diverso. Il mio corpo è puramente digitale.",不，和你不一樣吧……因為我是完全的電腦體。,,"아니, 너와는 다르군… 난, 완전한 전뇌체니까 말이야","Wobei, nein, ich bin anders.
Mein Körper ist rein digital."
7,3036,,"Grazie comunque, che hai salvato mia sorella dall'annientamento.","總之——
謝謝你們將我妹妹從「侵蝕」中救出來。",,"어쨌든―
여동생을「침식」에서 구해 줘서 고마워","Danke dir jedenfalls, dass du meine Schwester
vor der Auslöschung gerettet hast."
8,3036,,"Ho anche provato, ma...
Se tu non ci fossi stato, sarebbe stata inghiottita.","雖然我也嘗試保護悠子不被侵蝕……
但要是沒有你，她應該會被吸收吧。",,"나도, 유코를 침식에서 지키려 했었지만…
네가 없었으면, 그대로 삼켜졌을 거야","Ich habe es auch versucht, aber ...
Wenn du nicht dagewesen wärst, wäre sie
verschlungen worden."
9,3036,,"Il tuo metodo non mi sarebbe mai venuto in mente.
Il Salto di connessione è stato una grande sorpresa.","沒想到居然有那種方法……
我真是被你的“連結能力（登入跳躍）”給嚇到了。",,"설마, 그런 방법이 있을 줄이야…
너의 ""연결하는 힘(커넥트 점프)""은, 정말 놀라워","Deine Methode wäre mir nie eingefallen.
Der Verbindungssprung war eine große Überraschung."
10,3036,,"Solamente perché sei entrato in connessione con il Verschlinger, possiamo vederci così.","但是，多虧了你和侵食者“連結”，
我才能像這樣見到你……",,"하지만, 네가 이터와 ""이어져"" 준 덕분에, 이렇게
만날 수 있었어…","Nur dadurch, dass du eine Verbindung mit dem
Verschlinger eingegangen bist, können wir uns so
sehen."
11,2000,,?,？,,……?,?
