ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,7000,,"Eek! Vi prego, vi supplico, non distruggete il mio account!","咿、咿噫……！
拜託你，只要不銷毀我的帳號什麼都好！",,"히, 히익…!
제발 계정 파괴만은 하지 말아줘!","Iiieks! Bitte, ich flehe euch an, zerstört meinen
Account nicht!"
2,3046,,"Non preoccuparti... Il nostro novellino qui 
ha un conto in sospeso con te.","放心吧。
……我們的新人，還有事要找你呢。",,"안심해.
……우리 신입이 너에게 용건이 있다던데","Keine Bange ... Unser Neuling hier hat ein
Hühnchen mit dir zu rupfen."
3,3046,,"Dopo di che discuteremo cosa 
accadrà al tuo account.",把你的帳號搞到不能用……那是之後的事。,,계정을 파기하는건……그 이후다,"Danach besprechen wir, was mit deinem
Account geschehen wird."
4,2020,,Tu hai rubato il mio account!,狩獵我帳號的人是你嗎！？,,내 계정을 사냥한 것이 너냐!?,Du hast mein Konto geraubt!
5,7000,,Di cosa stai parlando?! Non so chi tu sia…,"什、什麼事情啦……！？
我才不知道你是誰啊……",,"무, 무슨 소리야……!?
너 따윈 몰라……","Wovon redest du?! Ich habe keine Ahnung
wer du bist ..."
6,3046,,"...Continui a fare il finto tonto, anche con il
tuo account alla gogna.","……你裝傻的話，
可不是破壞帳號就能解決的。",,……시치미를 뗀다면 계정 파괴만으론 끝나지 않을 거다,"... Stell dich dumm, dann wird nicht nur dein
Account kaltgemacht."
7,7000,,"Ti sto dicendo la verità! Mi ricordo di tutti gli
account che ho rubato, sul serio. Sono sincero.","我真、真的不知道啦！
至少我自己狩獵的帳號還是會記得的好嗎！",,"저, 정말로 모른다고!
자기가 사냥한 계정 정도는 기억해!","Ich sage die Wahrheit! Ich erinnere mich an alle
Accounts, die ich geklaut habe. Ehrlich!"
8,7000,,"Forza, guarda il mio DigiDevice, se
non vuoi credermi!",要不然啦，我給你們看Digivice總行了吧！,,못 믿겠으면 디지바이스를 보면 되잖아!,"Na los, schaut euch doch mein Digivice an, wenn
ihr mir nicht glaubt!"
9,3046,,"Il tuo Digivice, aha...",嗯……,,흠……,"Dein Digivice, aha ..."
10,3046,,... Ha ragione. Il tuo account non sembra esserci qui.,……確實，這裡似乎沒有你的帳號。,,……확실히 여기엔 네 계정이 없는 것 같은데,"... Er hat recht. Dein Account scheint hier
nicht dabeizusein."
11,2020,,...,…………,,…………,...
12,7000,,"Ahah, vedete? Vi sto dicendo la verità!
Quindi, che ne dite di lasciarmi andare?","嘿嘿、對吧？　對吧？
……我、沒有說謊對吧？
所以啦，放過我吧。",,"헤헤, 그렇지? 그렇지? ……난 거짓말을 하지 않았잖아?
그러니까 좀 봐줘","Haha, seht ihr? Habe ich es nicht gesagt? Ich
sage die Wahrheit. Also lasst mich gehen, ja?"
13,7000,,"... Eddai, vi supplico!",…………拜託你們啦！！,,"…………부탁이니까, 말이지!!","... Kommt schon, ich flehe euch an!"
14,2020,,!!!,！！,,!!,!!!
15,3046,,Aspetta!,站住！,,기다려!,Warte!
16,7000,,Haha! Poveri idioti…,嘿嘿！　實在是太可惜了――,,헤헷! 유감이었――,"Haha! Schade auch, ihr Trottel ..."
17,7000,,?!,！？,,!?,?!
18,7000,,Cosa diavolo...?!,什、什麼……！？,,"뭐, 뭐지……!?",Was zum ...?!
19,3046,,"Questo è... un Digimon? ... No, non lo è!",那個是…數碼寶貝……！？　不、不對！,,"이건…디지몬……!? 아니, 달라!","Ist das ... ein Digimon? ... Nein, ist es nicht!"
20,7000,,Aaaaaah! Salvatemi!!!,"嗚啊啊啊啊啊啊！
救、救救我──！！",,"우와아아아악!
사, 살려줘!!",Aaaaaah! Rettet mich!!!
21,7000,,Argh!,嗚啊啊啊啊！,,히이이이익!,Argh!
22,3046,,"Sembra pericoloso…
Svigniamocela!","這傢伙看起來很不妙。
……快逃吧！",,"이건 위험하겠는데.
……도망치자!","Das Ding sieht gefährlich aus ...
Wir sollten lieber abhauen!"
922,2020,,Ma dovremmo aiutarlo!,……但是，不去救他的話！,,……그래도 구해야 해!,Aber wir müssen helfen!
23,3046,,"Lascialo perdere! Darà un errore, o al limite il suo
account verrà semplicemente disintegrato!","別管他了！
反正也只是會發生錯誤，或帳號被銷毀而已！",,"내버려 둬!
고작해야 에러가 나거나 계정이 파괴되는 정도야!","Lass ihn! Entweder kommt es zu einer
Fehlermeldung oder sein Account wird
einfach zerstört!"
24,2020,,...!,……！,,……!,...!
25,7000,,"Aspettate! Non direte mica sul serio!
Aiutatemi!","等、等一下啊！　開玩笑的吧！
不要拋下我啊──！",,"기, 기다려! 농담이겠지!
두고 가지 말아줘어―!",Wartet! Das ist nicht euer Ernst! Nehmt mich mit!
26,7000,,Aaaaaaaaarrrggghhh!,啊啊啊啊啊啊啊啊啊啊──！,,끼야아아아아아아아아아―――!,Aaaaaaaaarrrggghhh!
