ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3048,,Qui va bene. Grazie per oggi.,"送到這裡就可以了喔，
今天謝謝你啦。",,"이 근처면 됐어.
오늘은 고마웠어",Hier ist es gut. Danke für heute.
2,3048,,"Ho verificato i punti degli appuntamenti e ho potuto
passare del tempo con te per la prima volta dopo un'eternità. Mi sono divertito.","不僅驗證完了約會景點，也久違跟你
一起出去玩了，我很開心喔。",,"데이트 장소 검증도 됐고
오랜만에 너랑 놀러 갈 수 있어서 즐거웠어","Ich habe die Orte für ein Date überprüft und
zum ersten Mal seit einer Ewigkeit Zeit mit dir
verbracht. Es hat mir Spaß gemacht."
3,3048,,"A proposito, qual è il posto di oggi che ti è piaciuto
di più?",你覺得今天去的地方，哪邊最好？,,"너는 오늘 간 장소 중
어디가 가장 좋았어?","Übrigens, welcher von den Orten, die wir heute
besucht haben, hat dir am besten gefallen?"
4,2020,,...,…………,,…………,...
5,2020,,"I pesci erano così rilassanti. L'acquario.
Quel tipo era pazzo. La ruota panoramica.
Mi piace prendermela comoda. Il bar.","被可愛的魚類給治癒的水族館
發生了一些突發狀況的摩天輪
度過悠閒的時光的往常咖啡廳",,"귀여운 물고기를 보고 치유된 수족관
해프닝도 있었던 관람차
느긋하게 있었던 평소의 카페","Die Fische waren beruhigend. Das Aquarium.
Dieser Kerl war verrückt. Das Riesenrad.
Ich bin ein entspannter Typ. Das Café."
6,3048,,Capisco. Lo terrò a mente.,這樣啊……我知道了，我會記住的。,,그렇구나……알았어. 기억해둘게,Aha. Das werde ich mir merken.
7,3048,,Ci vediamo!,那我先走了喔！,,그럼 잘가!,Bis dann!
8,2020,,"(È passato molto tempo dall'ultima volta che ho avuto una
giornata così rilassante.)",（……感覺，久違的度過了一段很悠閒的時光）,,(……어쩐지 오랜만에 느긋하게 지낸 것 같다),"(Es ist lange her, dass ich mich an einem Tag so
gut erholt habe.)"
9,2020,,"(Sono stato super impegnato ultimamente. Yu doveva sapere che
ne avevo bisogno.)",（最近很忙碌，優應該是顧慮到我了吧）,,(요즘 어수선했으니 유우가 신경 써준 거겠지),"(In letzter Zeit habe ich viel um die Ohren. Yu
muss gewusst haben, dass ich das brauchte.)"
10,2020,,"(Bene, farei meglio a tornare da Hudie...)",（好了，回去hudie吧……）,,"(자, 후디에로 돌아갈까……)","(Nun, ich sollte lieber zu Hudie zurückkehren.)"
11,2020,,...?,………………？,,………………?,...?
12,2020,,(Ha davvero altri amici a parte me?),"（……說起來那傢伙，除了我之外
　還有其他朋友嗎？）",,"(……그 녀석, 나 말고 친구 있던가?)",(Hat er eigentlich überhaupt Freunde außer mir?)
