ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,7375,"","After a thrilling competition, both teams finished
this year's National High School Programming
Championship with a win, a loss, and a draw.","全國高中生程式大賽的決賽，
雙方拼盡全力戰鬥，最後以
一勝一敗一平手的局面落幕了。","","전국 고교생 프로그램 선수권 결승전
서로 사력을 다한 전투는 1승 1패 1무승부라는
결과로 막을 내렸습니다","In einem packenden Programmierwettbewerb gab
es für jedes Team einen Sieg, während die letzte
Runde ein Unentschieden war."
2,7375,"","Nishinomori and Inoden are joint champions.","今年西之森高中數碼社
和井之電高中數碼社並列冠軍。","","올해는 니시노모리 고교 디지털부와
이노덴 고교 디지털부 두 학교의 승리입니다","Somit teilen sich Nishinomori und Inoden also den
Titel als Champions."
3,7375,"","The two teams ended the spectacular showdown by
congratulating one another and shaking hands.","兩校相互祝賀並握手致意。","","두 학교는 서로를 칭찬하며 굳은 악수를 나누고 있습니다","Die beiden Teams beendeten die spektakuläre
Begegnung damit, sich gegenseitig zu gratulieren
und die Hände zu schütteln."
4,3047,"","I'm glad it all worked out. Although I really
can't condone Shinonome's actions.","以結果來看，是相當圓滿的收場呢。
雖然東雲的所為並不值得嘉許……","","결과적으론 무난하게 해결돼서 다행이로군.
시노노메가 한 짓은 칭찬받을 일이 아니지만…","Ich bin froh, dass sich alles eingerenkt hat.
Shinonomes Vorgehen kann ich aber nicht gutheißen."
5,3047,"","I'm sure the pressure of the competition was
partially to blame. I guess he should be commended
for at least realizing the error of his ways.","他對這項傳統的對決感到壓力。
但能靠自己體會到，靠耍詐獲得的勝利很空虛這點，
也算是值得稱讚吧？","","전통적인 대결로 압박도 느꼈을 테고
비겁하게 얻은 승리 따윈 허무하다는 걸
스스로 깨달은 건 칭찬해줘도 괜찮겠지?","Das lag sicher teilweise auch am großen Druck des
Wettbewerbs. Er hat wohl Lob dafür verdient,
dass er seine Fehler eingesehen hat."
6,3045,"","I don't know, but they both paid us, so it's
pretty good for Hudie.","難說呢……
但從兩邊都收到了報酬，
以hudie來說也不算是件壞事啊？","","그렇겠지…
덕분에 양쪽 모두로부터 의뢰비를 받았고
후디에 입장에선 나쁘지 않은 이야기지 않았어?","Da bin ich mir nicht sicher, aber beide Seiten
haben uns bezahlt, also war es ein Erfolg für
Hudie."
7,3047,"","Yeah, but please let's not do anything like that
again!","……但是啊！　我可不想再來一次了喔！","","…그렇지만! 이제 이런 상황은 두 번 다시 사절이야!","Ja, aber lasst uns so etwas bitte nie wieder tun!"
8,3047,"","Let the rest of us know if you take a case from
somewhere else! You listening, Ryuji?!","下次接其他地方的委託時，要先和我們說一聲！　
喂，你有在聽嗎，龍司！？","","다른 곳에서 의뢰를 받을 땐 우리에게도 제대로
말해두라고! 어이, 듣고 있냐 류지!?","Sagt dem Rest Bescheid, wenn ihr extern einen Fall
annehmt! Verstanden, Ryuji?!"
9,3046,"","Yeah.","嗯。","","그래","Ja."
10,3047,"","I don't think he's listening.","你真的知道了嗎……","","정말 알고 있는 건지…","Ich glaube nicht, dass er zuhört."
11,3047,"","But I'll say one thing... I haven't seen him look
this laid-back for a while.","……唉，算了。
很久沒看到你這麼爽快的表情了。","","……뭐, 그렇지만 상관없나.
오랜만에 개운한 얼굴을 하고 있는 것 같고","Aber eins muss ich sagen. So entspannt habe ich
ihn schon lange nicht mehr gesehen."
12,2020,"","...?","……？？","","…?","...?"
13,3045,"","You're right. He seems more upbeat than usual.","嗯，說的也是。
……哥哥的心情看起來比平常還好呢。","","응, 그러네.
……평소보다 기분 좋아 보여, 오빠","Stimmt. Er scheint fröhlicher als sonst."
14,2020,"","?!","！？","","!?","?!"
15,2020,"","???","？？？","","???","???"
16,3047,"","You think he looks as grouchy as usual? No way.
What do you think, Erika?","你說還是和平常一樣的面無表情？
是嗎？　明明就有很大的不同啊。對吧小姐？","","평소랑 다름없는 무뚝뚝한 얼굴이라고?
그럴까? 꽤 달라. 그치? 아가씨","Du meinst, der sieht so grummelig aus wie sonst?
Nee. Was meinst du, Erika?"
17,3045,"","No, he's completely different. It looks like he
had a great time.","嗯，完全不一樣喔。
是非常開心的感覺。","","응, 전혀 달라.
굉장히 즐거웠다는 느낌인걸","Nein, er wirkt ganz anders. Offenbar hat er sich
prächtig amüsiert."
18,3047,"","You mean like he's glad that someone's finally
defeated him? Well I hope he doesn't make a habit
of losing.","很久沒和我們認真對戰了所以很滿足吧？
所以才說戰鬥痴很讓人困擾啊。","","오랜만에 우리와 진심으로 붙어서 만족했다는 건가?
이래서 배틀 바보는 곤란하다니까","Du meinst, er freut sich, dass ihn endlich jemand
geschlagen hat? Na, hoffentlich macht er das
Verlieren nicht zur Gewohnheit."
19,2020,"","...?!?!","……！？！？","","……!?!?","...?!"
20,3046,"","What are you staring at?","……不要一直看我。","","……너무 쳐다보지 마라","Was schaust du denn so?"
21,3045,"","Oh, he's just shy.","啊，這次是害羞。","","아, 이번엔 부끄러워하고 있어","Ach, er ist nur schüchtern."
22,2020,"","...","…………","","…………","..."
