ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,1416,,"Finalmente ti sei svegliato. Ti sto già
parlando da quando ti ho trovato, ma...","你終於醒來啦。
在找到你之後，我一直在對你說話……",,"…드디어 눈을 뜬 것 같군
널 찾은 뒤로, 계속 말을 걸고 있었다만…","Endlich bist du aufgewacht. Ich rede schon mit
dir, seit ich dich gefunden habe, aber ..."
2,1416,,"Non hai reagito affatto. Stavo per
arrendermi, quando ti sei risvegliato.","你完全沒有反應呢。
我剛剛還在想要不要放棄。",,"전혀 반응이 없어서 말이지
역시, 포기할까 하고 생각하던 참이었다","Du hast überhaupt nicht reagiert. Ich wollte
gerade aufgeben, da bist du erwacht."
3,1416,,Mi senti?,你能聽到我的聲音嗎？,,―내 목소리가 들리는가?,Kannst du mich hören?
4,1416,,Dovrei forse spiegare la situazione.,我必須和你說明這個狀況。,,"이 상황에 관해서, 설명이 필요하겠군",Ich sollte die Lage vielleicht erklären.
5,1416,,"Il tuo corpo semidigitale è
collassato dopo questo folle salto di connessione.","你的半電腦體
因為勉強進行登入跳躍，而崩壞——",,"너의 반 전뇌체는
무리한 커넥트 점프를 감행한 결과, 붕괴하여―","Dein halbdigitaler Körper ist nach diesem
verrückten Verbindungssprung zusammengebrochen."
6,1416,,"I tuoi dati sono semplicemente...
disintegrati. Sei quindi solo l'ombra di te stesso.","“讓你保持自我的資料”已經煙消雲散。
也就是說，現在的你，是你的殘骸。",,"""네가 너로서 있기 위한 데이터""가 흩어져 버렸다
즉, 지금의 넌, 너의 잔해다","Deine Daten sind einfach ... zerfallen.
Du bist also nur noch ein Schatten deines Selbst."
7,1416,,Come stai?,心情如何？,,어떤 기분이지?,Wie geht es dir?
8,1416,,"Non provare a parlare.
Il destino non ti abbandona così facilmente.","呵……不用說也知道嗎？
你的命運真是多舛。",,"훗… 말할 것도 없다, 인가
네 운명은, 정말이지 소란스럽군","Versuch nicht zu sprechen.
Das Schicksal gibt dich nicht einfach auf."
9,1416,,E non lo farò nemmeno.,我也是呢。,,"…내 운명도, 말이지",Und ich werde es auch nicht tun.
10,1416,,"Dopo così tanto tempo a sfidare la volontà di Re
Drasil, a diventare un essere umano, a fare il
detective, a combattere i miei compagni...","隔了好幾世紀，再度按照世界樹的意志行動，
卻成為了人類、當了偵探、和同胞敵對——",,"수세기만에 위그드라실의 의지를 받아 움직여 보니,
인간이 되거나, 탐정을 하거나, 동포와 적대하거나―","Nach so langer Zeit dem Willen König Drasils zu
trotzen, ein Mensch zu werden, Detektivarbeit,
gegen meine Kameraden zu kämpfen ..."
11,1416,,"E ho avuto un aiutante detective che
ha combinato ogni sorta di cose folli.
Non è stato sempre facile.","還有一個很胡來的助手呢。
真是糟透了呀。",,"꽤나 터무니없는 짓을 하는 조수도, 한 명 있었고 말이지
정말이지, 아주 혼쭐이 났다","Und ich hatte einen Hilfsdetektiv, der alle
möglichen verrückten Dinge angestellt hat.
Das war nicht immer leicht."
12,1416,,"Ma grazie a te, è stato un sacco divertente.",不過，多虧了你……我真的很開心。,,"하지만, 덕분에… 참으로 즐거웠다",Aber dank dir hat es eine Menge Spaß gemacht.
13,1416,,Grazie.,……“謝謝”。,,"……""고맙다""",Danke.
14,1416,,"Volevo dirtelo per tutto il
tempo. Mentre aspettavo che tu ti svegliassi.","我想對你說這句話——
在你醒來之前，我一直在等待。",,"이 말을 너에게 전해 두고 싶어서 말이지―
네가 눈을 뜰 때까지, 기다리고 있었던 거다","Das wollte ich dir die ganze Zeit sagen.
Während ich gewartet habe, dass du aufwachst."
15,1416,,Haha. Cosa c'è? Non essere così timido!,呵呵……怎麼？害羞嗎？,,후후… 뭐지? 부끄러워 하고 있는 건가?,Haha. Was ist denn? Sei doch nicht so schüchtern!
16,1416,,Cosa? Che ne sarà di te adesso?,嗯？你接下來會變成怎樣？,,응? …넌 이제 어떻게 되는 거냐고?,Wie? Was jetzt aus dir wird?
17,1416,,"Come detto, i tuoi dati si sono
dissolti. Nemmeno io riesco più a ricomporli.","如同先前所說，你的資料已經煙消雲散——
就連我，都沒有辦法收集。",,"아까 말했듯이, 너의 데이터는 흩어져 버려서―
이제, 나조차도 모을 수 없다","Deine Daten haben sich, wie gesagt, aufgelöst.
Selbst ich kann sie nicht mehr zusammenfügen."
18,1416,,"Potresti aggirarti qui nella tua
forma intermedia...",是要以那個狀態半永久地徘徊在這個空間呢——,,"그 상태로, 반 영구적으로 이 공간을 헤맬 것인가―","Du könntest in deiner Zwischenform hier
herumlaufen ..."
19,1416,,"Oppure... Ah, è
vero! Potresti venire nel Mondo
Digitale. Cosa ne pensi?","還是……對了，
來數碼世界如何呢？",,"혹은… 그렇군
디지털 월드로 온다, 라는 건 어떤가?","Oder ... Ah, stimmt ja!
Du könntest in die Digitale Welt kommen.
Was hältst du davon?"
20,1416,,"Avrò presto molto da fare.
Re Drasil ha riformattato i Divoratori e li ha
riconvertiti nella loro forma innocua.","接下來，我的工作會變得很忙。
雖然侵食者因為世界樹被初始化、變回無害的存在，",,"내 일은 앞으로 바빠질 거다
이터는 위그드라실에 의해 초기화되어, 무해한 존재로 돌아갔다","Ich habe bald eine Menge zu tun.
König Drasil hat die Verschlinger neu formatiert und
in ihre unschädliche Form rückkonvertiert."
21,1416,,"Ma non sappiamo ancora molto sulle loro
caratteristiche.",但是它們的真面目至今仍然不明。,,"하지만, 그 정체는 아직 확실하지 않다","Aber wir wissen immer noch nicht viel über ihre
Eigenschaften."
22,1416,,"Immagino che la sua unità principale sia in
una dimensione superiore, che solo Re
Drasil possa percepire.","我推測侵食者的本體
存在於連世界樹都無法偵測的高次元。",,"위그드라실조차 감지할 수 없는 고차원에
이터의 본체가 있을 거라고 난 추측하고 있다","Ich vermute, dass ihre Haupteinheit in einer
höheren Dimension ist, die nur König Drasil
wahrnehmen kann."
23,1416,,"Ho però intenzione di confermare questo... in
qualche modo.",我打算想些辦法來確認這點。,,"그걸, 어떻게든 해서 확인하고자 한다","Ich habe allerdings vor, das ... irgendwie zu
bestätigen."
24,1416,,"Cosa ne pensi? Con compiti del genere te la
cavi bene, no? Ti va di venire con me e
aiutarmi ancora una volta?","如何？很熟悉的工作內容吧？
有打算一起過來，當我的助手嗎？",,"…어떤가, 익숙한 내용의 일이지 않은가?
함께 가서, 내 조수로서 일할 생각은 없는가?","Was meinst du? Mit solchen Aufgaben kennst du
dich doch aus? Magst du mitkommen und mir
wieder einmal helfen?"
25,1416,,"Era solo uno scherzo!
Non fare quella faccia così seria!",……呵。開玩笑的啦，別那麼認真地煩惱。,,"…훗. 농담이다, 그렇게까지 진지하게 고민하지 말도록","War nur ein Scherz!
Nun guck doch nicht so ernst!"
26,1416,,"Volevo solamente stressarti per un momento.
Voi umani mi avete abbastanza influenzato.","我想看你困擾的表情……
看來我也受到人類相當程度的影響啊。",,"네가 곤란해 하는 모습이 보고 싶었거든…―
나도, 꽤나 인간의 영향을 받아 버린 모양이다","Ich wollte dich nur einen Moment lang stressen.
Ihr Menschen habt mich ziemlich beeinflusst."
27,1416,,"Perciò capisco anche perché vi
comportate così, come fate.",所以我才能瞭解你們採取的所有行動。,,"그렇기에 더욱, 너희들이 취한 온갖 행동을 이해할 수 있다","Deshalb verstehe ich auch, warum ihr so
handelt, wie ihr es tut."
28,1416,,Volete aiutare i vostri amici.,想拯救伙伴——,,동료를 구하고 싶다―,Ihr wollt euren Freunden helfen.
29,1416,,"Mi sento così anch'io
ora. E non solo a me.","我也開始有那種想法了。
不對，不只是我。",,"나도, 그런 마음이 된 거다
아니, 나뿐만이 아니다","So geht es mir jetzt auch.
Und nicht nur mir."
30,1416,,Guardati un po' intorno.,——你看。,,―보도록,Sieh dich einmal um.
31,1416,,"Vedi? Non hai avuto un effetto
solo su di me...",聽好囉，如同像我受到你的影響——,,"알겠나, 내가 영향을 받았듯이―","Siehst du? Du hast nicht nur eine Wirkung
auf mich gehabt ..."
32,1416,,"Ma anche sui tuoi amici tra i Digimon, e per
la precisione non pochi di loro.","成為你伙伴的數碼寶貝們
也受到你很大的影響。",,"네 동료가 된 디지몬들도
적지 않게, 너에게서 영향을 받았다","Sondern auch auf deine Freunde unter den Digimon,
und zwar nicht wenige von ihnen."
33,1416,,"Dato che eri quasi una forma di vita
digitale, puoi forse renderti conto di quanta
influenza hai avuto veramente.","因為你幾乎像是數碼生命體一樣的存在……
影響力之大也可想而知。",,"넌 거의 디지털 생명체 같은 존재였으니…
그 영향력의 크기도, 미루어 짐작할 수 있다","Da du quasi eine digitale Lebensform warst,
kannst du vielleicht abschätzen, wie viel Einfluss
du wirklich gehabt hast."
34,1416,,Questi Digimon ne sono la prova.,證據就是一點一點地、刻在數碼寶貝們心中的——,,"증거는, 이 디지몬들의 안에 새겨져 있다―",Diese Digimon sind der Beweis dafür.
35,1416,,"Qui e là, una piccola parte dei tuoi dati.",你自己的資料。,,"너의 데이터가 조금씩, 말이지","Hier und da, ein kleiner Teil deiner Daten."
36,1416,,"Amicizia, Amore, Legame, ricordi
condivisi. Si potrebbe persino dire,
loro sono i tuoi ricordi.","友情、愛情、羈絆、回憶……
說得直接一點，就是“記憶”。",,"우정, 애정, 인연, 추억…
있는 그대로 표현하자면, 그런 ""기억""이다","Freundschaft, Liebe, Verbundenheit, gemeinsame
Erinnerungen. Man könnte sogar sagen, sie
sind deine Erinnerungen."
37,1416,,"Penso che possiamo raccogliere i
tuoi dati mentali, ricostruirli e poi
reinstallarli nel tuo corpo.","我打算把那些記憶全部收集起來、再次構築你的精神資料——
重新安裝進你的身體。",,"그것들을 전부 모아, 정신 데이터를 재구축하여―
네 몸에, 재인스톨을 하고자 한다","Ich denke, wir können sie sammeln, deine
Mentaldaten rekonstruieren und sie dann wieder
in deinem Körper installieren."
38,1416,,"Questo è drastico, e non è mai stato tentato così
prima d'ora, ma stiamo superando i limiti della ragione.","雖然是前所未聞，而且有些胡來——
但遇上我們，就連世間道理也會乖乖閉嘴。",,"전대미문이자, 조금 강제적이다만―
우리들이 하는 일이니, 도리도 얌전히 물러가 주겠지","Das ist drastisch, und wurde so noch nie probiert,
aber wir sprengen eben die Grenzen der Vernunft."
39,1416,,"Ho anche alcuni dei tuoi dati. Non
arrabbiarti, nel caso siano un po' strani.","我也會提供一些你的資料。
呵呵……要是摻雜了奇怪的資料也別恨我唷？",,"나도, 조금이지만 너의 데이터를 제공하도록 하지
후후… 이상한 데이터가 섞여 있어도 원망하지 말도록","Ich habe auch ein paar deiner Daten. Nicht wütend
sein, falls sie etwas seltsam sind."
40,1416,,"L'unica cosa che rimpiango è che tu non
possa più goderti il mio caffè.","硬要說我有什麼遺憾……
就是無法再請你喝我的咖啡了。",,"한 가지 미련이 있다고 한다면…
너에게 내 커피를 대접할 수 없게 되는 거로군","Wenn ich eins bedaure, dann ist es, dass du meinen
Kaffee nicht mehr genießen kannst."
41,1416,,"È ora di dire addio, [p].
Non eri solo il mio assistente investigatore, ma
noi eravamo compagni... e amici.","那麼，是時候該離別了。
我的助手、我的伙伴，也是我的朋友的[p]，",,"…그럼, 작별할 때다
내 조수이자 동료이자, 친구였던 [p]","Zeit für den Abschied, [p].
Du warst nicht nur mein Hilfsdetektiv, sondern wir
waren Gefährten ... und Freunde."
42,1416,,Bene! Si parte con la nuova installazione...,好了！開始重新安裝——,,자! 재인스톨의 개시를―,So! Es geht los mit der Neuinstallation ...
43,1416,,D'ora in poi hai il tuo futuro in mano tua!,依照你自己的意志，決定你的未來吧！,,"네 미래를, 너 자신의 의지로 결정하도록!",Ab jetzt hast du deine Zukunft selbst in der Hand!
