ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,5004,"","""[f1きおくのだんぺん]"" has been inscribed.","『[f1きおくのだんぺん]』已刻上……","","『[f1きおくのだんぺん]』이 새겨졌다…","„[f1きおくのだんぺん]“ wurde notiert."
2,2000,"","What was that?","剛才的是……？","","바, 방금 그건…???","Was war das?"
3,2000,"","An honest-to-goodness ghost?!
Maybe THAT was Mr. Navit?!
That couldn't have been... a Digimon?!","真正的……「幽靈」？
那個才是……「NAVIT」？
難道是……「數碼寶貝」？","","진짜…「유령」!?
저게…「내빗군」!?
설마…「디지몬」!?","Ein ganz echter Geist?!
Vielleicht war DAS Herr Navit?!
Es kann doch kein ... Digimon gewesen sein?!"
4,2000,"","Kowloon's as dangerous as they say.
Who knows what might happen here?","Kowloon……跟傳說中的一樣是很危險的區域。
無法預測會發生什麼事……","","쿠롱… 소문대로 위험한 에어리어야
무슨 일이 일어날지 모르겠어…","Kowloon ist so gefährlich, wie alle sagen.
Wer weiß, was hier passieren kann?"
5,2000,"","I better hurry up, find Arata, and get out of
here.","得快點找到新，回到安全的區域……","","빨리 아라타를 찾아서, 안전한 에어리어로…―","Ich sollte mich beeilen, Arata finden
und hier verschwinden."
6,4247,"","What's wrong? You look like you've seen a ghost.","怎麼了？一臉看到“幽靈”的樣子？","","왜 그러지? 마치, ""유령""이라도 본 듯한 얼굴이군","Was ist? Du siehst aus, als hättest du einen
Geist gesehen."
7,2000,"","...!","……！！","","……!!","...!"
8,4247,"","You saw a ghost that looked like me?","你說看到跟我一模一樣的幽靈……？","","……나랑 꼭 닮은 유령을 봤다고?","Du hast einen Geist gesehen, der aussah wie ich?"
9,4247,"","If that's true, that ghost might have been me.
Some call me the ""Wraith of EDEN"".","那……那個幽靈說不定就是我。
因為也有人稱我為“棲居在EDEN裡的幽鬼”……","","그렇다면… 그 유령은, 나일지도 모르겠군
나를 ""EDEN에 사는 유령""이라 부르는 자도 있어…","Wenn das stimmt, dann war ich das vielleicht.
Manche nennen mich das „Gespenst von EDEN“."
10,4247,"","They say I am not of this world.","還說我不是這個世上的人。","","이 세상 사람이 아니다, 라고","Sie sagen, ich gehöre nicht zu dieser Welt."
11,2000,"","...?","……？？？","","…???","...?"
12,4247,"","The truth is simply that I'm rather elusive and
tend to turn up unexpectedly. That's all.","真相就是——
我只是“神出鬼沒”……如此而已。","","진상은―
나는 그저 ""신출귀몰""할 뿐… 그게 다야","In Wahrheit bleibe ich lieber für mich
und erscheine unerwartet. Mehr nicht."
13,4247,"","Please, relax. I'm not a ghost.
I am very real here in EDEN.","你放心吧……我不是幽靈。
我實際存在於EDEN裡。","","안심해… 난 유령이 아니야
이 EDEN에, 제대로 존재하고 있어","Bitte beruhige dich. Ich bin kein Geist.
Hier in EDEN bin ich ganz real."
14,4247,"","I exist to guide those who are lost, like you.","為了引導像你這種“迷途羔羊”……","","…너 같은 ""미아""를 인도하기 위해서 말이야","Ich bin hier, um denen zu helfen, die sich verirrt
haben. Wie dir."
15,4247,"","You've just had a program installed, Digimon
Capture, which marks you as a hacker.","你才剛拿到身為駭客的證明，
「數碼寶貝捕捉器」程式。","","넌, 해커의 증표인 프로그램
「디지몬 캡처」를 막 손에 넣은 참―","Bei dir wurde gerade ein Programm installiert,
Digimon-Fang. Das markiert dich als Hacker."
16,4247,"","But you are still merely a fledgling hacker.","也就是說，你還只是個「雛鳥駭客」。","","말하자면,「병아리 해커」야","Aber dein Hackerleben fängt gerade erst an."
17,2000,"","?!","！？","","!?","?!"
18,4247,"","There are hackers with a wide variety of different
goals here in EDEN.","EDEN裡有各式各樣的駭客。","","EDEN에는, 다양한 목적을 가진 해커들이 있어","Hier in EDEN gibt es Hacker mit ganz vielen
unterschiedlichen Zielen."
19,4247,"","Chivalrous ones who find and report security
holes. Thieves who steal accounts to rob money and
data. Others are just out to prove their skills.","有找出資安漏洞加以報告的義賊，
也有覬覦他人財產和個資，搶奪帳號的人，
也有磨練自己的技術，單純想試試自己能耐的人——","","보안 구멍을 발견해서 보고하는 의적 같은 자
타인의 재산이나 개인정보를 노리고, 계정을 강탈하는 자
자신의 기술을 연마하고, 그저 힘을 시험해 보고 싶은 자―","Es gibt edelmütige, die Sicherheitslücken finden
und melden. Andere stehlen Konten, Geld und Daten.
Wieder andere wollen zeigen, was sie können."
20,4247,"","Truly, a wide variety.
What kind of hacker do you want to be?","有非常多種類型……
你想當哪種駭客呢？","","정말 가지각색, 이야…
넌, 어떤 해커가 되고 싶어?","Eine wahrhaft große Vielfalt.
Was möchtest du für ein Hacker sein?"
21,2000,"","...","………","","………","..."
22,4247,"","You are indeed a fledgling if that is your only
response. Not even hatched from your egg yet.","看你那個樣子……連雛鳥都不是……
根本還沒從蛋裡孵出來吧。","","그 상태를 보아하니… 병아리는커녕
아직 알에서 부화하지도 않은 모양이군","Wenn du sonst nichts zu sagen hast, bist
du wirklich noch ein Grünschnabel."
