ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,1022,,Spero che abbiano sentito l'ultima cosa che ho detto.,……你有聽到我最後的話吧？,,"……마지막 말, 들렸을까","Ich hoffe, sie haben gehört, was ich als Letztes
gesagt habe."
2,1392,,Ne sono sicuro che l'abbiano fatto.,一定有聽到吧？,,"들렸을 거야, 틀림없이","Ich bin mir sicher, dass sie es gehört haben."
3,2020,,...?!,……！？,,……!?,...?!
4,3045,,Non potevi semplicemente dire addio?,……真是的，你沒辦法坦率的說再見嗎？,,……정말. 순순히 작별하지 못하겠니? 너,"Hättest du dich nicht einfach verabschieden
können?"
5,3045,,"Il mondo si è trasformato, proprio come dicevo.",我剛剛說過了吧，世界被改變了。,,말했잖아. 세계는 개변된 거야,"Die Welt hat sich gewandelt, genau, wie ich es
gesagt hatte."
6,3045,,"Ma tu sei stato portato in questo luogo tra
le dimensioni insieme a me, quindi non sei stato
ancora influenzato.","你因為跟著我才來到了次元的狹縫，
所以暫時還沒被改變。",,"너는 나에게 붙어서 차원의 틈새로 와버렸으니까
일시적으로 거기서 벗어났을 뿐이야","Aber du wurdest zusammen mit mir zu diesem Ort
zwischen den Dimensionen gebracht. Deshalb
merkst du es noch nicht."
7,2020,,...?,……？,,……?,...?
8,1392,,"Ricordi cosa ha detto Suedou, vero?
Non c'è niente che possiamo fare al riguardo.","你聽過末堂明實的話，應該都明白吧？
這個改變我們完全無能為力。",,"너는 스에도 아케미로부터 이야기를 들었으니 알겠지?
이건 우리들로서는 어떻게 해볼 수가 없는 흐름이야","Du weißt noch, was Suedou gesagt hat, nicht wahr?
Wir können nichts dagegen tun."
9,1392,,Ma c'è qualcosa che posso fare solo ora che siamo sull'orlo della trasformazione.,"……但正因為現在是改變分歧點，
所以也有能做的事。",,……하지만 개변의 경계에 있는 지금이니까 가능한 것도 있어,"Aber es gibt da etwas, das ich tun kann, jetzt,
wo der Wandel bevorsteht."
10,1022,,Andrò nel Mondo Digitale come Hudiemon.,"……我將會以羽蝶獸的身分，
去數碼世界。",,"……나는 이대로 후디에몬이 되어 
디지털 월드로 갈게",Ich gehe als Hudiemon in die Digitale Welt.
11,2020,,?!,！？,,!?,?!
12,1022,,"Ereditando i ricordi di Erika, Wormmon è diventato
un nuovo ricettacolo per lei.","蟲蟲獸繼承了艾莉卡的記憶，
成為了艾莉卡的……新容器。",,"추추몬은 에리카의 기억을 이어받아
에리카의…… 새로운 그릇이 되었어","Weil er Erikas Erinnerungen geerbt hat, ist
Wormmon ihre neue Gestalt geworden."
13,1022,,Wormmon ed Erika sono diventati uno. Questo sono io.,蟲蟲獸和艾莉卡合而為一後的樣子……就是“我”。,,"추추몬과 에리카가 하나가 된 모습…… 그게 ""나""",Wormmon und Erika sind eins geworden. Das bin ich.
14,1022,,Vivro' come un Digimon...quindi non tornerò a Hudie.,"我會以數碼寶貝的身分活下去，
所以……我不回hudie。",,"나는 디지몬으로 살아가
그러니…… 후디에로는 돌아가지 않아","Ich werde als ein Digimon weiterleben ... und ich
gehe deshalb nicht zurück zu Hudie."
15,2020,,?!,！？！？,,!?!?,?!
16,1022,,Ho preso la mia decisione.,我已經決定了。,,이미 결정했어,Ich habe mich entschieden.
17,2020,,...!!!,…………！！,,…………!!,...!!!
18,3045,,...,…………,,…………,...
19,3045,,"Voglio tornare indietro. Voglio restare con tutti voi,
nel posto che amo.","……我也很想回去，我想永遠和大家在一起。
我曾經最喜歡的地方──",,"……나 역시 돌아가고 싶어. 모두와 계속 함께 있고 싶어.
내가 가장 좋아하는 장소――","Ich will zurück. Ich will bei euch bleiben, an dem
Ort, den ich liebe."
