"ID","Speaker","Japanese","English","Chinese","EnglishCensored","Korean","German"
"1","3004","","S-Suedou?!","末、末堂……！？","","스, 스에도…!?","S-Suedou?!"
"2","3009","","Oh cielo, ma guarda chi c'è.","喔？是你們啊？","","이거, 당신들인가요","Oha, da seid ja ihr zwei wieder."
"3","3004","","Cosa stai facendo qui?","為什麼你會在這裡？","","어째서, 당신이 여기에?","Was machst du denn hier?"
"4","3004","","Non avevi veramente previsto che il fenomeno
si sarebbe verificato ad Akihabara, vero?","難道說，你預測到秋葉原會發生這個現象？","","…설마, 아키하바라에서 이 현상이 일어날 것을
예측하고 있었다, 라는 건가?","Du hast nicht wirklich vorhergesehen, dass
das Phänomen in Akihabara auftritt, oder?"
"5","3009","","Hehe... In realtà sì!","呵呵呵……正是！","","쿠후후… 그 설마, 입니다!","Hehe ... Das habe ich tatsächlich!"
"6","3009","","La mia ricerca sta avanzando rapidamente
fino al punto in cui posso individuare uno stato
di Onda Digitale.","研究是日新月異的，我能透過徹底觀察數碼波的狀態，","","연구는 일진월보, 디지털 웨이브 상태를
철저히 관측하는 것으로―","Meine Forschung macht große Fortschritte.
Jetzt kann ich den Zustand einer digitalen Welle
genau bestimmen."
"7","3009","","Posso identificare l'area dove
avverrà il cambio... Almeno con un
certo grado di precisione.","以鎖定「轉移（Shift）」發生的地區……
雖然精確度還不高。","","「전이(시프트)」가 발생하는 지역을 특정할 수 있습니다
…정밀도는 아직, 멀었지만요","Ich kann berechnen, wo die Veschiebung
stattfinden wird ... mit einer gewissen
Abweichung, versteht sich."
"8","3004","","Il cambio? Intendi questo fenomeno?","「Shift」……？你是指這個現象嗎？","","시프트…? 이 현상을 말하는 건가?","Die Verschiebung? Meinst du damit dieses Phänomen?"
"9","3009","","Sì. L'ho chiamato ""Trasferimento Digitale""!","沒錯，我將這個現象取名為「數碼轉移（Digital Shift）」！","","예,「전뇌전이(디지털 시프트)」라고
제가 이름 지었습니다!","Ja. Ich habe es „digitale Verschiebung“ getauft."
"10","2000","","...!","……！","","……!","...!"
"11","2000","","Ehi, quello è il fenomeno del ""labirinto""!
Quando pubblicherai ufficialmente, dovresti chiamarlo così!","不對，這個是「迷途之村」化現象！
在學會發表的時候，請用「迷途之村」這個說法！","","아니, 이건「마요이가」화 현상이야!
학회에 발표할 때는, 부디「마요이가」로!","He, das ist aber das „Labyrinth“-Phänomen!
Bei der Veröffentlichung solltest du es so nennen!"
"12","3009","","Labirinto? Mh. Suona bene.
Dona un certo senso di nostalgia.","迷途、之村……？聽起來挺有意思的！
有種莫名的鄉愁感……","","마요, 히가…? 이거, 꽤 운치 있는 울림이네요
어딘지 모르게, 향수를 불러일으키는 듯한…","Labyrinth? Hm. Das klingt gut.
Erweckt eine gewisse Nostalgie ..."
"13","3009","","Ma ormai è deciso. Questo fenomeno si
chiamerà Trasferimento Digitale! Eh eh eh.","可是我已經決定了，
要將這個現象稱為「Digital Shift」！呵呵呵！","","…하지만, 이미 정해 버렸습니다
이 현상은 디지털 시프트입니다! 쿠후후","Aber es steht jetzt schon fest! Dieses Phänomen
soll digitale Verschiebung heißen! Hehe."
"14","2000","","...?!","……！？！","","…!?!","...?!"
