ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,4289,"","Have to draw... more... Have to draw...","得繼續畫才行……得畫更多才行……得繼續畫才行……","","그려야 해… 더 그려야 해… 그려야 해…","Mehr ... zeichnen ... Muss mehr zeichnen ..."
2,2000,"","!","！？！","","!?!","!"
3,2000,"","The bookseller?!
The florist?!","書店店員！？
花店店員！？","","서점 점원 씨!?
꽃집 점원 씨!?","Die Buchhändlerin?!
Die Floristin?!"
4,3004,"","No. Frickin'. Way.","什麼……不會吧……？","","무슨… 거짓말, 이지…","Nicht im Ernst."
5,3004,"","YOU'RE the culprit behind those disappearances?!","「妳」就是神秘失蹤事件的……犯人……！？","","「당신」이 행방불명의… 범인, 이야…!?","DU bist verantwortlich für die verschwundenen
Leute?!"
6,4289,"","Oh my, Sanada? Is that you, Sanada?
Yay, it's Sanada! It's really Sanada!","哎呀，真田……？你是真田嗎？
哇！是真田！真的是真田……！","","어머, 사나다 군…? 에, 사나다 군이야?
와아, 사나다 군! 진짜 사나다 군이야…!","Ach, Arata? Bist du es, Sanada?
Juhu, es ist Sanada! Es ist wirklich Sanada!"
7,3004,"","Nishino, seriously? What are you doing?","「西野」小姐……不會吧……妳在做什麼……？","","「니시노」씨… 진짜냐고… 뭘 하고, 있는 거야…?","Nishino, ganz ernsthaft! Was tust du da?"
8,4116,"","You can't tell by looking?
I'm drawing a manga! Here, lookit! Lookit!","你看不出來嗎？
我在畫漫畫啊！你看……你看！你看！","","뭐냐니… 보면 몰라?
나, 만화를 그리고 있어! 자… 봐봐, 자!","Sieht man das nicht?
Ich zeichne ein Manga! Hier, schau! Schau!"
9,4116,"","Look, look, look, look! See how much I've done?
I've been able to draw as much as I want!","你看！你看你看你看！我畫了這麼多！
我可以盡情畫出這麼多……！","","봐봐, 이것 좀 봐봐! 이렇게나, 이렇게나!
이렇게나, 내가 생각한 대로 그려져…!","Schau, schau, schau! Siehst du, wie viel ich
geschafft habe? Ich konnte so viel zeichnen, wie
ich wollte!"
10,4116,"","It's not fanfic! It's original work!
It's 100% completely original!","這不是二次創作……全部都是原創的！
這些都是完完全全的原創作品！！","","2차 창작이 아니야… 오리지널이라구!?
완전히, 유일무이야!!","Das ist kein Fanfiction! Das ist ein Original!
Ein hundertprozentiges Originalwerk!"
11,3004,"","Nishino...","西野小姐……","","니시노 씨…","Nishino ..."
12,4116,"","How is it?! What do you think, Sanada?
I-I'm incredible, aren't I?","如何？你覺得怎麼樣？真田！？
我很厲害吧……！？","","어때!? 어때, 사나다 군!?
괴, 굉장하지, 나…!?","Wie sieht es aus?! Was meinst du, Arata?
I-Ich bin großartig, oder nicht?"
13,4116,"","If I can draw this well, I should have no problem
breaking into the industry and becoming a pro!","我那麼會畫，出道應該不成問題吧……！？
我應該可以成為職業漫畫家吧！？","","이렇게나 그릴 수 있으면, 아무 문제 없이 데뷔할 수 있겠지…!?
프로 만화가가 될 수 있겠지!?","Wenn ich das gut zeichne, sollte ich meinen
Durchbruch schaffen und zum Profi werden!"
14,3004,"","You say you're drawing a manga? I don't get it.
How is that a manga?","妳說妳在畫漫畫……？
莫名其妙……再說，這哪裡是漫畫啊？","","만화를 그리고 있다, 고…?
영문을 모르겠어… 그게, 어딜 봐서 만화야?","Du sagst, du zeichnest ein Manga? Versteh ich
nicht. Was ist denn daran ein Manga?"
15,3004,"","Seriously, I'm not laughing.","完全笑不出來！","","웃을 수가 없는데, 진짜로","Im Ernst. Ich finde das nicht zum Lachen."
16,4116,"","...","……………","","……………","..."
