ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,7087,"","...I am Shiga. The one you've been looking for.","……「志賀」，是我。
有個傢伙正在到處找你。","","……""시가"", 나다.
너를 찾고 있는 녀석이 있군","... Ich bin Shiga. Derjenige, den du suchst."
2,7087,"","Contact me when you hear this message.","如果聽到這個留言盡快聯絡我。","","이 전언을 들으면 연락해줘","Melde dich bei mir, wenn du diese Nachricht hörst."
3,2020,"","--!","……！","","――!","...!"
4,2020,"","(Contact with Shiga! I should tell Ryuji and the
others.)","（……好像是跟志賀在連絡！
　得快一點告訴龍司他們）","","(……시가와 연락을 취하고 있는 것 같다!
 류지 일행에게 전하자)","(Kontakt zu Shiga! Ich sollte es Ryuji und den
anderen sagen.)"
5,3046,"","Did you learn anything?","知道什麼了嗎？","","뭔가 알아냈나?","Hast du etwas herausgefunden?"
6,3046,"","Well done. That guy's connected to Shiga.","幹得好，
那傢伙認識志賀。","","잘했다.
그 녀석은 시가와 연결되어 있어","Gute Arbeit. Dieser Typ hat was mit Shiga zu tun."
7,3047,"","It'll be a pain if he's on the lookout.
What should we do?","如果被起了疑心就麻煩了，你打算怎麼辦？","","경계당하면 성가셔져. 어쩔래?","Wenn er Ausschau hält, könnte das Probleme
machen. Was sollen wir tun?"
8,3046,"","We need to know where he is right away...
Erika.","我得立刻知道那傢伙的所在位置才行。
……艾莉卡。","","바로 녀석의 위치를 알아낼 필요가 있겠군.
……에리카","Wir müssen sofort herausfinden, wo er ist ...
Erika."
9,3045,"","Give me 30 seconds.","給我30秒。","","30초 줘","Gib mir 30 Sekunden."
10,2020,"","?","？？","","??","?"
11,3047,"","That Hummingbird you installed tracks the location
information of the person the victim is
communicating with...Shiga, in this case.","我正在靠你施放的小蜂鳥來推斷出連絡對象……
也就是志賀的位置情報。","","네가 사용한 벌새를 경유해서
통신 상대……그러니까 시가의 위치 정보를 알아내는 거야","Der installierte Kolibri verfolgt den Standort
der Person, mit der das Opfer kommuniziert ...
also Shiga."
12,3047,"","If you do a trace from the transmission log and
find the device info...","利用通話紀錄，反追蹤對方那頭的情報──","","통신 기록을 역탐지해서 상대의 단말 정보를 찾아보면――","Wenn man vom Übertragungsprotokoll ausgeht
und nach den Geräteinformationen sucht ..."
13,3045,"","...There. He's in that area, way deep inside.","……找到囉，在那一區的最深處。","","……찾아냈다. 에어리어의 가장 깊은 곳에 있어","... Da. Er ist in diesem Gebiet, tief im Inneren."
14,2020,"","...!","……！","","……!","...!"
15,3047,"","...There you have it! Quick, right? No one beats
this little lady when it comes to analytical
processing.","……如你所見♪
很快對吧？論解析處理，小姐可是堪稱第一啊。","","……보시다시피♪
빠르지? 해석처리에 관해서라면 아가씨가 최고야","Na also! Ging doch schnell, oder? Niemand ist so
flink wie diese Kleine, was analytische
Verarbeitung angeht."
16,3046,"","He's close. Let's meet back up and track him down.","那傢伙很近，會合之後一起夾攻他。","","녀석이 가까워. 합류해서 몰아넣자","Er ist in der Nähe. Treffen wir uns wieder,
um ihn zu finden."
17,3047,"","Should I come, too?","我也一起去吧？","","나도 갈까?","Soll ich auch mitkommen?"
18,3046,"","No, the two of us are enough.","不，兩個人就夠了。","","아니, 두 명이면 충분해","Nein, wir zwei sind genug."
19,3047,"","Roger! Me and the little lady will watch from the
sidelines. Give 'im hell!","哦，那我就和小姐在一旁隔岸觀火囉！
好好加油啊！","","네이~. 그러면 나와 아가씨는 대기하면서 견학하면 되는 거군! 
열심히 해!","Verstanden! Ich und die Kleine schauen nur
zu. Zeigt’s ihm!"
20,3046,"","Wait there, I'll be right over.","在那等著，我馬上就到。","","거기서 대기하고 있어. 바로 갈게","Warte dort. Ich bin gleich da."
21,3045,"","...","…………","","…………","..."
22,2020,"","?","？","","?","?"
23,3045,"","Don't get careless because my brother's with you.","……雖然說有哥哥在，但也不能因此鬆懈。","","……오빠가 있다고 해서 방심하면 안 돼","Werd bloß nicht leichtsinnig, weil mein Bruder
da ist."
24,3045,"","It's not like I'm worried or anything... Just stay
sharp. Also, listen to what my brother tells you.","我絕對不是因為擔心你才這樣說的……
不要輕忽大意。
還有，要好好聽哥哥的話。","","별로 걱정하고 있진 않지만……방심하지 마.
그리고 오빠의 말을 잘 듣도록 해","Nicht, dass ich mir Sorgen mache ... Sei einfach
auf der Hut. Und hör auf meinen Bruder."
25,2020,"","...","…………","","…………","..."
26,3045,"","Also, don't tell Chitose or my brother that I told
you all this.","……還有，不要跟哥哥和千歲說我對你說這些。","","…그리고 내가 이런 말을 했다는 건
오빠나 치토세에게는 말하지 말아줘","Und sag Chitose oder meinem Bruder nicht,
dass ich dir all das gesagt habe."
27,3045,"","It's...kind of embarrassing.","……總覺得……有些不好意思。","","……뭔가…쑥스러우니까","Das ist ... irgendwie peinlich."
28,3047,"","...Uh, sis, we're all still on the line.","……小姐，我們可是還沒掛電話哦？","","……아가씨, 우리들 아직 통신 끊지 않았는데?","... Äh, Schwesterherz, wir sind alle noch online."
29,3045,"","?!","唔……！？","","아으…!?","?!"
30,3046,"","...Don't talk so much, stupid.","……不用特地說出來啦，笨蛋。","","……굳이 말하지 마, 바보","... Schwafel nicht so rum, Dummerchen."
31,3045,"","I-I-I knew you were there the whole time!","我、我、我知道你們還在啦！！！","","이, 이, 있는거 알고 있었는걸!!!","I-I-Ich wusste doch, dass ihr da seid!"
32,2020,"","...","…………","","…………","..."
33,3047,"","Hehe... It's rare to see the little lady goof like
that. Things are sure to get interesting with you
on the team.","哈哈……真是難得，小姐會這麼冒失。
自從你進來隊伍之後，開始變得有趣了呢。","","크크… 드문 일인걸. 아가씨의 이런 실수.
네가 팀에 들어오면 재미있어지겠어~","Hehe ... Solche Aktionen von ihr sind selten.
Mit dir im Team wird es ohne Frage
interessant werden."
34,3047,"","I'm expecting great things from you, future
newbie.","我很看好你哦，未來的新人♪","","기대하고 있다고. 미래의 신인 군♪","Ich erhoffe mir Großes von dir,
zukünftiger Neuling."
35,3046,"","Wait there.","……在那等我。","","……거기서 기다려","Warte dort."
36,2020,"","(We had finally tracked down Shiga...)","（終於掌握到「志賀」的所在位置了……）","","(드디어 ""시가""의 위치를 찾아냈다…)","(Endlich hatten wir Shiga aufgespürt ...)"
37,2020,"","(I'll definitely catch him. And then...)","（我一定會抓到他
　然後――）","","(반드시 잡아내겠어.
 그리고――)","(Ich werde ihn ganz sicher kriegen. Und dann ...)"
38,2020,"","(...and get my ""account"" back!)","（把我的「帳號」給拿回來……！）","","(내 ""계정""을 되찾는 거야…!)","(... und hole mir meinen „Account“ zurück!)"
