ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3045,,Oh! Bentornato/a. Ottimo lavoro con il caso.,"啊…！　歡……歡迎回來。
委託完成了啊。",,"앗…! 어……어서 와.
의뢰는 해결한 거구나","Ah! Willkommen zurück. Den Fall habt ihr gut
gelöst."
2,3046,,Grazie. Ho sentito che hai aiutato. Quella ragazza era così felice di aver ricevuto un biglietto.,"對，聽說妳也有幫忙。
妹妹拿到了入場票，她很高興喔。",,"그래, 너도 도와줬다고 했었지.
여동생은 티켓을 입수해서 기뻐하더군","Danke. Ich habe gehört, dass du geholfen hast.
Das Mädchen hat sich sehr über ihre
Eintrittskarte gefreut."
3,3045,,L'ho fatto solo per il pagamento.,……我只是為了報酬才做的。,,……나는 그저 보수를 위해 했을 뿐이야,Ich habe es nur für die Bezahlung getan.
4,3045,,Ha lasciato un commento dicendo che porterà Wooper più tardi. Non vedo l'ora.,"他們寫了留言，說蠑螈君之後會寄過來喔。
真期待它寄來。",,"우파 군, 나중에 보내주겠다는 코멘트가 왔어.
받을 때가 기대돼","Sie hat einen Kommentar hinterlassen, dass sie
Wooper später vorbeibringt. Ich kann’s kaum
erwarten."
5,3045,,"A proposito, ti ho versato un po' di succo.","……比、比起那個，我幫你們，準備了果汁喔。
你們要喝一杯嗎？",,"……그, 그보다 주스 만들어뒀어.
한번 마셔보는게 어때?",Übrigens habe ich dir etwas Saft eingeschenkt.
6,2020,,...!!!,……！！,,……!!,...!
7,3045,,"Che c'è con quella faccia? Non posso premiarti dopo una
dura giornata di lavoro? Sto ottenendo Wooper grazie a te.","你那什麼臉，我慰勞你們很奇怪嗎？
……這是看在你為了蠑螈君努力的份上。",,"뭐야 그 얼굴. 내가 치하하는게 이상해?
…일단 우파 군을 위해 애써줬으니까 말이지","Was machst du denn für ein Gesicht? Kann ich dich
nach einem harten Arbeitstag nicht belohnen? Dank
dir bekomme ich Wooper."
8,3045,,Anche tu ne hai un po' qui.,來，也給哥哥一杯。,,"자, 오빠한테도 줄게","Hier, trink du auch was."
9,3046,,"Grazie, Erika.",啊……麻煩妳了，艾莉卡。,,"아아…미안하군, 에리카","Danke, Erika."
10,3046,,Oh...,………………這個啊。,,……………………이건가,Ach ...
11,2020,,???,？？,,??,???
12,3046,,"No, non è niente.",沒有，沒事。,,"아니, 아무 것도 아니다","Nein, ist schon gut."
