ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
2,7006,"","""Ephemeral humming bird!""","……剎那蜂鳥
……動搖我的心","","…애달픈 허밍 버드
…내 마음을 떨리게 하네","„Kurzlebiger Kolibri!“"
3,7006,"","""You rock my world!""","～～～～♪♪♪","","~~~~♪♪♪","„Du bist mein Ein und Alles!“"
4,7006,"","""Like the desert, the city night freezes your
love."" (Chorus: Ice Point Under)","都市的夜晚宛如沙漠般　將你的LOVE凍結
（和聲：ICE POINT UNDER）","","도시의 밤이 사막처럼 너의 LOVE를 얼게 만들지
(코러스: ICE POINT UNDER)","„Wie die Wüste lässt die Stadt bei Nacht deine
Liebe abkühlen.“ (Chor: Unter dem Gefrierpunkt)"
5,7006,"","""Come to me if you feel cold. Don't hold out on me
baby.""","YOU　感到寒冷的話就來這裡吧
別客氣NO THANKS……","","YOU 춥다면 여기로 와
사양은 NO THANKS……","„Komm zu mir, wenn dir kalt ist.
Halt mich nicht hin, Baby.“"
6,7006,"","""My burning passion will keep you warm"" (Chorus:
My Burning Soul)","我那燃燒起來的PASSION　很HEAT
（和聲：MY BURNING SOUL）","","불타오르는 내 PASSION은 HEAT
(코러스: MY BURNING SOUL)","„Meine brennende Leidenschaft hält dich warm“
(Chor: Meine brennende Seele)"
7,7006,"","""One night without you is a living hell"" (Chorus:
Just Like Hell)","你　AH　不在的夜晚　WOO
簡直就像……沒錯　是地獄……令人難耐
（和聲：AS IF HELL）","","네가 AH 없는 밤은 WOO
마치…… 그래 지옥이야……견딜 수 없지
(코러스: AS IF HELL)","„Eine Nacht ohne dich ist die Hölle“
(Chor: Es ist die Hölle)"
8,7006,"","""But hell is heaven to a demon. It suits me just
fine.""","BUT　地獄對惡魔而言等同天堂
很適合我吧？","","BUT 지옥은 악마에게는 천국이야
나에게는 잘 어울리지?","„Aber für Dämonen ist die Hölle der Himmel.
Ich bin hier genau richtig.“"
9,7006,"","""No kidding! I'm not joking now!"" (Chorus: Ha Ha
Ha Ha Ha)","說笑的　NO KIDDING！　I'M JOKING NOW！
（和聲：HA　HA　HA　HA　HA　HA）","","라니 NO KIDDING! I'M JOKING NOW!
(코러스: HA HA HA HA HA HA)","„Das ist kein Scherz! Ich meine es ernst!“
(Chor: Hahahahaha)"
10,7006,"","""I swear to your bewitching eyes forever. You're
the only one I love. My heart is crazy for you.""","向你那真摯的雙眼發誓　FOREVER
我愛的只有你　發狂到疼痛的MY HEART","","너의 진지한 아이즈에 맹세하지 FOREVER
사랑스러운 것은 너뿐 미칠듯한 마음에 아픈 MY HEART","„Deinen bezaubernden Augen schwöre ich, ich liebe
nur dich. Mein Herz ist verrückt nach dir.“"
11,7006,"","""Swear to my mad voice together. Who's the one you
love? I'm gonna sweep you off your feet tonight.""","向我瘋狂的嗓音發誓吧　TOGETHER
心愛的人是誰WHO　今夜要掠奪你的是……ME","","나의 매드한 보이스에 맹세해줘 TOGETHER
사랑스러운 것은 누구냐 WHO 오늘 밤 너를 얻는 건……ME","„Sprich meinen verrückten Schwur nach. Wen liebst
du? Heute Nacht erobere ich dich im Sturm.“"
12,7006,"","""Oh bird!"" (Chorus: You're Bad!)","OH　BIRD！
（和聲：YOU很BAD！）","","OH BIRD!
(코러스: YOU는 BAD!)","„Ach, mein Vögelchen!“ (Chorn: Du bist böse!)"
13,7006,"","""Ephemeral sweet humming bird! Rock my world.
Bewitch me with your demon eyes.""","甜美剎那　蜂鳥
動搖我的心　用那小惡魔般的眼瞳魅惑我","","애달픈 달콤한 허밍 버드
내 마음을 떨리게 하고 소악마의 눈동자로 유혹하지","„Süßer kurzlebiger Kolibri! Du bist mein Ein und
Alles. Verhex mich mit deinen Dämonenaugen.“"
14,7006,"","""So bad!"" (Chorus: My Ballad!)","SO　BAD！
（和聲：MY BALLAD！）","","SO BAD!
(코러스: MY BALLAD!)","„So böse!“ (Chor: Meine Ballade!)"
15,7006,"","""Sweet ephemeral humming bird! Hear my song and
get high on my demon voice, baby.""","剎那甜美　蜂鳥
傾聽我的歌吧　沈醉在惡魔的歌聲裡　BABY……","","달콤하고 애달픈 허밍 버드
내 노래를 들어줘 악마의 목소리에 취해버려 BABY……","„Süßer kurzlebiger Kolibri! Hör mein Lied, und
ich verzauber dich mit der Dämonenstimme, Baby.“"
16,2020,"","...","………………","","………………","..."
