ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3045,,"Caldo, accogliente, caldo",暖和、柔軟、溫暖,,"따끈따끈, 푹신푹신, 따뜻한","Warm, gemütlich, warm ..."
2,3045,,"Sole, futon, mano della madre",太陽、棉被、媽媽的手,,"햇님, 이불, 엄마의 손","Sonne, Futon, Hand von Mutter ..."
3,3045,,"L'odore del riso, padre",白飯的味道、爸爸,,"밥 냄새, 아빠","Der Geruch von Reis, Vater ..."
4,3045,,"Fratello, tutti quanti, qui",哥哥、大家、都在這,,"오빠, 모두, 있어","Bruder, alle, hier ..."
5,3045,,"Anche oggi, anche ieri, anch'io, sempre",今天也在、昨天也在、明天也在、一直都在,,"오늘도, 오늘도, 내일도, 계속","Heute auch, gestern auch, ich auch, immer ..."
6,3045,,"Io sono, qui, famiglia, insieme.",我在、這裡、和家人、在一起,,"나는, 여기, 가족, 함께","Ich bin, hier, Familie, zusammen ..."
7,3045,,"Io sono, casa, sono qui, qui",我、在家裡、就在、這裡,,"나는, 집, 여기에, 있어","Ich bin, daheim, ich bin, hier ..."
8,3045,,"Non scompare, ricordo,
prezioso, ricordo",不會消失的、回憶、重要的、回憶,,"사라지지 않는, 추억, 소중한, 추억","Verschwindet nicht, Erinnerung, wertvoll,
Erinnerung ..."
9,3045,,"Risate di famiglia, perse, ricordo",家人的笑聲、消失的、回憶,,"가족의 웃음소리, 잃은, 추억","Lachen der Familie, verloren, Erinnerung ..."
10,3045,,"Buongiorno, buonanotte, ci vediamo, domani",早安、晚安、再見、明天見,,"안녕, 잘자, 내일, 또 봐","Guten Morgen, gute Nacht, bis dann, morgen ..."
