ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,2000,"","...?","……？","","…?","...?"
2,3004,"","Yeah. Hang on just... one... sec!","嗯……等我一下下……嘿咻！","","응… 조금만 기다려… 됐다!","Ja. Nur ... ein ... Moment noch!"
3,3004,"","Haha, here it is! The site log.
Now we can track down the data that was deleted.","嘿嘿！有了！這是那個網站的紀錄……
這樣就可以追蹤那些被刪除的資料了。","","헤헤, 있다있어, 그 사이트의 로그다…
이제 삭제됐다던 데이터를 찾아볼 수 있겠어","Haha, da haben wir es! Das Protokoll der Seite.
Jetzt können wir die gelöschten Daten finden."
4,3004,"","Even when users think they've deleted data, it
still exists on the server.","資料這種東西，就算用戶自以為刪除了，
還是會留在伺服器裡的。","","데이터 같은 건, 유저가 삭제했다 해도
서버에 남아 있는 법이지","Auch wenn Nutzer meinen, Daten gelöscht zu haben,
bestehen sie noch auf dem Server."
5,3004,"","The region where it's stored is protected and the
data itself is encrypted, but...","只是存放這些資料的領域被加以保護，
資料本身也被加密……","","격리되어있는 영역에 프로텍트가 걸려있는데다
데이터 그 자체도 암호화되어 있거나 하지만…","Sie sind verschlüsselt und in einem geschützten
Bereich gespeichert, aber ..."
6,3004,"","If I can break into EDEN's ordinary servers,
then this should be a snap for me.","但如果只是要駭進EDEN的通用伺服器，
憑我的程度就辦得到。","","EDEN의 범용 서버에 침입하는 것 정도면
나 정도여도 이렇게 간단하단 거지","Wenn ich in die normalen Server von EDEN komme,
dann dürfte das hier ein Kinderspiel sein."
7,3006,"","Oh-ho... That's brilliant.","喔？技術很不錯嘛！","","호오… 훌륭하군","Oho ... Das ist wirklich schlau."
8,3004,"","Oh, it's nothing, really.","還好啦！不算什麼！","","뭐, 별거 아님다","Ach, ist doch nicht weiter der Rede wert."
9,3004,"","Now, do you want to look for the data in question?
If we restore the comments we should be able to
find what we're looking for.","那要來找相關資料嗎？
只要復原留言，順著找回去，應該就能找到線索……","","그럼, 목표 데이터를 찾아보실까
코멘트를 복원해서 거슬러 올라가면, 그럴싸한 게 나올 텐데…―","So, wollt ihr jetzt also die fraglichen Daten
suchen? Wenn wir die Kommentare wiederherstellen,
sollten wir sie finden."
10,2000,"","...?","……？？","","…??","...?"
11,3004,"","What is this data?","嗯？這個資料是什麼……","","뭐야, 이 데이터…","Was sind das denn für Daten?"
12,3006,"","Hmm... If that's what we're looking for, then it
was put together by a very unique program.","嗯……如果這就是我們要的資料，
它似乎是以非常特殊的程式構成的。","","…흐음, 그게 목표 데이터라면
상당히 특수한 프로그램에 의해 조성되어 있는 모양이군","Hm ... Wenn das die richtigen sind, dann wurden
sie von einem ganz besonderen Programm erstellt."
13,3004,"","Could this be... Is this a Digimon program?
I've never been able to properly analyze one.","這該不會……是「數碼寶貝程式」吧？
話說我還沒有好好分析過耶……","","설마, 이거…「디지몬 프로그램」인가?
그러고 보니, 제대로 분석해 본 적이 없었지…","Ist das etwa ... Ist das ein Digimon-Programm?
Ich konnte noch nie eins ordentlich analysieren."
14,3006,"","I see... The structure is certainly similar but...
If so, then it's been significantly altered.","原來如此，結構的確很像……
但如果真的是，那應該已經過大幅度的突變。","","과연, 확실히 구조는 비슷하지만…
그렇다면, 상당히 변이된 상태라고 할 수 있겠군","Verstehe ... Die Struktur ist ähnlich, aber ...
Wenn, dann wurde es stark modifiziert."
15,3006,"","It's been affected by ""something"" that can't be
expressed with 0s and 1s. Or maybe that's what
that very something is.","可能受到了「0」、「1」以外的「某種東西」所影響，
或者它根本就是「某種東西」本身？","","""0""과 ""1""로는 나타낼 수 없는「무언가」의 영향을 받았거나
혹은, 원래부터 그런 것이거나","„Etwas“ hat darauf Einfluss genommen, das sich
nicht mit Nullen und Einsen beschreiben lässt.
Oder vielleicht ist es genau das."
16,3004,"","It's also possible that an Eater was involved!","搞不好跟侵食者也有關吧？","","이터가 연관되어 있을 가능성도 있다고?","Womöglich war auch ein Verschlinger am Werk!"
17,3004,"","Ha! This is pretty cool! If I keep running across
stuff like this, maybe I could be a cyber sleuth,
too.","嘿嘿，這真是太有趣了……！
如果能遇到這麼有趣的東西，我也想當電腦偵探……","","헤헷, 이거 재밌구만…!
이런 것과 맞닥뜨릴 수 있다면, 나도 전뇌탐정이 될까…","Ha! Das ist alles ziemlich cool! Wenn ich noch
mehr solche Sachen finde, hätte ich vielleicht
auch das Zeug zum Cyber-Detektiv."
18,3004,"","But hanging around here won't help!
Let's check it out, [p]!","嗯，在這裡磨蹭下去也不是辦法！
去確認看看吧，[p]！","","이런, 여기서 이러니저러니 해도 소용 없겠지!
가서 확인해 보자고, [p]!","Aber hier herumhängen bringt nichts!
Gehen wir mal nachsehen, [p]!"
