ID,Speaker,Japanese,English,Chinese,EnglishCensored,Korean,German
1,3006,,"Capisco. Quindi sei riuscito a salvare in sicurezza tutti
coloro che avevano subito il lavaggio del cervello subliminale?","原來如此……也就是說你們順利
將受到「閾下效應」洗腦的人們救出來了！",,"…과연, 그럼 무사히
서브리미널 효과로 세뇌된 녀석들을 구해 낸 거로군","Verstehe. Ihr konntet also alle retten, die der
unterschwelligen Gehirnwäsche zum Opfer gefallen
waren?"
2,3017,,"Sì, ma... ora sono tutti in ospedale.",不過……沒想到居然要住院……,,하지만… 입원이라니…,"Ja, aber ... Sie sind jetzt alle im Krankenhaus."
3,3007,,"Niente di cui preoccuparsi. Ci sono specialisti che
possono spezzare i condizionamenti post-ipnotici.","沒什麼好擔心的啦！
區區後催眠的暗示，交給醫院裡的專家馬上就能解開的。",,"걱정할 필요는 없어
후최면 암시 정도야, 전문가라면 바로 풀 수 있을 거다","Keine Sorge. Es gibt Spezialisten dafür,
posthypnotische Suggestionen aufzulösen."
4,3006,,"Più importante, come stai? Ho sentito che gli hacker ti hanno fatto delle cose brutte.","我還比較擔心你有沒有事呢？
聽說你被駭客們打得很慘……",,"그보다 너야말로 괜찮은 거냐?
해커들에게 심하게 당했다는 것 같다만…","Wichtiger ist, wie es dir geht? Wie ich höre,
haben die Hacker dir übel mitgespielt."
5,3017,,Sto benissimo! Voglio solo...,我一點事也沒有！比起這個，我……,,전 아무렇지도 않아요! 그런 것보다 나…,Mir geht es gut! Ich will nur ...
6,2000,,?,？？,,??,?
7,3017,,"Vado a controllare Sakura!
Sono ancora molto preoccupato per lei!","我要去探望小櫻！
我還是很擔心她！",,"사쿠라의 병문안을 갔다 올게!
역시 아무래도 걱정돼!","Ich werde nach Sakura sehen!
Ich mache mir immer noch große Sorgen um sie!"
8,3006,,"Ah, la passione della gioventù...",好青春啊……,,봄이… 푸르구나,"Hach, der jugendliche Elan ..."
9,3007,,"Bene, allora, ti dispiacerebbe se ti chiedessi i punti salienti del caso?","好了，
讓我聽聽這起事件的重點吧。",,"…그럼
사건의 핵심 부분에 대해 들려줄 수 있겠니",Darf ich die Kernpunkte des Falls erfragen?
10,3006,,"Hmm. Se dovessi riassumere il rapporto della polizia,
probabilmente suonerebbe così. I Demoni e
Kamishiro hanno cospirato insieme...","嗯……
將你們的報告做個統整，
就會得出惡魔亂舞與神代是共犯的結論……",,"흐음…
너희들의 보고를 정리하면 즉 이렇게 되는군
데몬즈와 카미시로는 공모하고 있었다…고","Hm. Zusammengefasst würde im Polizeibericht
stehen, dass die Demons und Kamishiro sich
verschwört haben ..."
11,3007,,"Ma supponendo che Kamishiro sia dietro questa serie di casi, cosa stanno cercando esattamente?","如果這一連串的事件，都有神代躲在背後操控……
那他們的目的究竟是什麼？",,"하지만 일련의 모든 사건의 배후에 카미시로가 있었다고 하면…
그 목적은 대체 뭐지?","Aber mal angenommen, dass Kamishiro hinter diesen
ganzen Fällen steckt ... Was genau wollen
sie bezwecken?"
12,3006,,"Ci manca qualcosa, ma cosa?
O sarà quel qualcosa a farsi conoscere?","我們是否漏了什麼線索……？
還是說，神代接下來才要露出狐狸尾巴？",,"…우리들은 무언가를 간과하고 있는 건가?
아니면, 앞으로 우리들의 앞에 모습을 드러내는 건가?","Irgendetwas fehlt uns noch. Aber was?
Oder wird es sich uns einfach offenbaren?"
13,3006,,Saltare subito a conclusioni con le poche informazioni che abbiamo ora è un rischio troppo grande?,目前資訊實在太少了，急著下結論還太過草率……,,"정보가 적은 지금 시점에서 결론을 내는 건 위험한, 가…","Ist es zu riskant, mit unseren spärlichen
Informationen eine Schlussfolgerung zu ziehen?"
14,3006,,"Procediamo partendo dal presupposto che o ci stia sfuggendo qualcosa, o che qualcosa salterà fuori.","究竟是被我們忽略了，還是接下來才找得到線索，
我們最好同時留意這兩種可能性，繼續進行調查。",,"간과하고 있는 것인지, 아니면 앞으로 나타나는 것인지
두 가지 가능성에 유의하면서, 조사를 진행해 나가도록 하지","Gehen wir mal davon aus, dass wir entweder etwas
übersehen oder noch etwas finden werden."
15,3006,,"Grazie ancora per tutto il tuo impegno.
Hai anche la mia gratitudine, Nokia Shiramine.",這次辛苦你們了。白峰諾奇雅，我也要向妳道謝。,,"이번엔 수고 많았다
시라미네 노키아, 너에게도 감사를 표하지","Danke noch einmal für deine harte Arbeit.
Danke auch dir, Nokia Shiramine."
16,3002,,"Oh, uh, beh, grazie.",啊、嗚、是……,,"아, 으, 네, 네…","Äh, ja, also, danke."
17,2000,,?,？？,,??,?
18,3002,,...,……,,……,...
19,2000,,"Hai pensato a qualcosa?
Ti fa male lo stomaco?
Hai qualcosa che non va alla testa?","妳在想事情嗎？
妳肚子痛嗎？
妳腦子有問題嗎？",,"뭔가 걱정거리라도 있어?
배라도 아픈 거야?
머리라도 아픈 거야?","Ist dir etwas eingefallen?
Hast du Bauchweh?
Hast du Kopfschmerzen?"
20,3002,,"Um, [p]?
Hai un secondo?
Vorrei parlarti un attimo fuori.","那個……[p]，你能不能來一下？
我有話想跟你說。",,"…저기 [p], 잠깐 괜찮아?
밖에서 얘기하고 싶은 게 있어","Ähm, [p]?
Hast du einen Moment Zeit?
Ich möchte etwas draußen mit dir besprechen."
21,2000,,?,？？,,??,?
22,2000,,...,……,,……,...
23,3007,,"Vuole parlare fuori, eh?",有話想在外頭單獨談呀…？,,"밖에서 얘기하고 싶은게 있다, 인가…","Sie möchte es draußen besprechen, hm?"
24,3006,,Forse anche questa è la passione giovanile all'opera.,還真是…青春呢。,,"이것도 봄이, 푸르군요",Vielleicht auch wieder der jugendliche Elan.
25,3006,,"Basta con questo. Qualche progresso sul caso Kamishiro e
Nile Corporation, vecchio mio?","話又說回來……
之前那個神代和尼羅河公司的案子，有什麼進展嗎？",,"…그건 그렇고 아저씨
그 카미시로와 나일 코프의 건, 무언가 진전은 있었나요?","Genug davon. Hast du Fortschritte im Fall
Kamishiro und die Nile Corporation gemacht?"
26,3007,,"Non mettermi fretta. Sono nel processo di rimuovere
alcuni ostacoli chiave. È come ho sempre detto...","別那麼急，我還在小心翼翼地旁敲側擊呢！
我從以前不是就常說嗎？",,"뭐 그렇게 서두르지 마라… 지금은 신중하게 바깥 해자를 메우고 있어
…그 있잖아, 옛말이 있잖아?","Hetz mich nicht. Ich räume aktuell bedeutende
Hindernisse aus dem Weg. Wie ich schon
immer sage ..."
